,scientific_name,review,database_id,decimalLatitude,decimalLongitude,ID,kingdom,phylum,class,order,family,genus,taxonRank,authority,locality,country,countryCode,elevation,month,year,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,recordedBy,.val,.equ,.zer,.cap,.cen,.sea,.gbf,.inst,.summary,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,keep,resolved_match_type
109,Habenaria henschiana,accepted,SPECIESLINKS_23872,-25.365601,-49.0769,34445,Plantae,NA,NA,NA,Orchidaceae,Habenaria,NA,Barb. Rodr.,Rio Taquari.,Brasil,Brasil,NA,1,1975,PreservedSpecimen,MBM,MBM,34445,35770,"Hatschbach, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.909,2,94777,Habenaria henscheniana,Barb.Rodr.,Species,Accepted,NA,637379-1,94777,1,5,0,Fuzzy match rejected
110,Habenaria hydropphylla,accepted,SPECIESLINKS_19667,-24.112801,-49.4636,22867,Plantae,NA,NA,NA,Orchidaceae,Habenaria,NA,Barb. Rodr.,"Santo Antônio, 5km ao norte.",Brasil,Brasil,NA,2,1972,PreservedSpecimen,MBM,MBM,22867,29248,"Hatschbach, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.864,3,94831,Habenaria hydrophila,Barb.Rodr.,Species,Accepted,NA,637427-1,94831,1,5,0,Fuzzy match rejected
111,Habenaria hygrophylla,accepted,SPECIESLINKS_12675,-19.1625,-43.513889,66953,Plantae,Monocotyledon,NA,NA,Orchidaceae,Habenaria,NA,"J.A.N.Bat., B.L.Lau & I.G.C.Machado-Costa","perto do Morro do Cruzeiro, na MG-010, em formação campestre, próxima ao córrego do lado direito de quem está na estrada de terra que sobe para o parque",Brasil,Brasil,NA,3,2011,PreservedSpecimen,UFC,EAC,66953,53,"Lau, B.L.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.905,2,3291857,Habenaria hygrophila,"J.A.N.Bat., B.L.Lau & Machado-Costa",Species,Accepted,NA,77301606-1,3291857,6,22,0,Fuzzy match rejected
112,Habenaria lanceolatus,deleted,SPECIESLINKS_14547,-12.7719,-39.5233,8771,Plantae,NA,NA,NA,Orchidaceae,Habenaria,NA,NA,Serra da Jibóia.,Brasil,Brasil,NA,7,2009,PreservedSpecimen,UFRB,HURB,8771,352,"Caiafa, A.N.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.762,5,2924451,Casearia lanceolata,Miq.,Species,Synonym,NA,779594-1,3265766,4,-1,0,Fuzzy match rejected
113,Habenaria macrorrhiza,deleted,SPECIESLINKS_20709,-25.458599,-49.528301,4800,Plantae,NA,NA,NA,Orchidaceae,Habenaria,NA,(Sw.) R. Br.,Serra São Luís.,Brasil,Brasil,NA,2,1951,PreservedSpecimen,MBM,MBM,4800,s.n.,"Tessmann, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.857,3,95155,Habenaria monorrhiza,(Sw.) Rchb.f.,Species,Accepted,NA,637721-1,95155,5,7,0,Fuzzy match rejected
114,Habenaria neurorosa,deleted,SPECIESLINKS_19363,-25.4769,-48.8344,49687,Plantae,NA,NA,NA,Orchidaceae,Habenaria,NA,Barb. Rodr.,"Estrada da Graciosa, Vista Cavalcante.",Brasil,Brasil,NA,1,1964,PreservedSpecimen,MBM,MBM,49687,10887,"Hatschbach, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.895,2,95200,Habenaria nemorosa,Barb.Rodr.,Species,Accepted,NA,637763-1,95200,1,5,0,Fuzzy match rejected
115,Habenaria sylviculta,accepted,SPECIESLINKS_83196,-3.10194,-60.025002,6884,Plantae,NA,NA,NA,Orchidaceae,Habenaria,NA,Lindl. ex Kraenzl.,"Baixo rio Negro. Paraná Aquariquara, próximo à boc",Brasil,Brasil,NA,12,1958,PreservedSpecimen,INPA,INPA,6884,736,"Rodrigues, WA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.864,3,217101,Habenaria sylvicultrix,Lindl. ex Kraenzl.,Species,Accepted,NA,116613-2,217101,0,18,0,Fuzzy match rejected
116,Habenaria trifiola,accepted,SPECIESLINKS_127860,-23.540001,-46.630001,35687,Plantae,NA,NA,NA,Orchidaceae,Habenaria,NA,H.B.K.,Vila Ema,Brasil,Brasil,NA,12,1932,PreservedSpecimen,MN,R,35687,12341,"Brade, A.C.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),TRUE,0.789,4,540132,Habenaria triphylla,D.Subram.,Species,Accepted,NA,77212916-1,540132,7,1,0,Fuzzy match rejected
117,Habenaria vespa,deleted,SPECIESLINKS_2150,3.76188,-61.719319,7476,Plantae,NA,NA,NA,Orchidaceae,Habenaria,NA,NA,"Serra do Tepequém, Subida para trilha do platô",Brasil,Brasil,NA,9,2008,PreservedSpecimen,FEMACT,MIRR,7476,a2050,A.S. Flores; C.S. Costa; O. Grigio Jr.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.8,3,94363,Habenaria cerea,Blatt. & McCann,Species,Accepted,NA,637006-1,94363,15,-1,0,Fuzzy match rejected
118,Hadrolaelia lundii,deleted,SPECIESLINKS_5533,-21.166667,-47.8,721,Plantae,NA,NA,NA,Orchidaceae,Hadrolaelia,NA,(Rchb.f. & Warm.) Rchb.f. & Warm.,NA,Brasil,Brasil,NA,NA,without-year,PreservedSpecimen,FFCLRP,LBMBP,721,without-number,without-collector,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.833,3,254468,Microlaelia lundii,(Rchb.f. & Warm.) Chiron & V.P.Castro,Species,Synonym,TRUE,20003785-1,374602,15,18,0,Fuzzy match rejected
119,Hapalorchis lineare,accepted,SPECIESLINKS_108197,-30.0331,-51.23,26855,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Hapalorchis,NA,(Lindl.) Schltr.,Morro da Polícia,Brasil,Brasil,NA,8,1937,PreservedSpecimen,IAP,PACA-AGP,26855,without-number,"Emrich, K.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.895,2,96219,Hapalorchis lineata,(Lindl.) Schltr.,Species,Accepted,NA,638416-1,96219,0,16,0,Fuzzy match rejected
120,Herbenaria obtusa,accepted,SPECIESLINKS_101830,-8.168333,-35.769722,75634,Plantae,NA,NA,NA,Orchidaceae,Herbenaria,NA,Lindl.,"Paruqe Municipal de Serra Negra., No afloramento.",Brasil,Brasil,NA,6,2012,PreservedSpecimen,UFPE,UFP,75634,721,"Costa-Lima, JL; Alves, M; Heald, S",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.882,2,95236,Habenaria obtusa,Lindl.,Species,Accepted,NA,637796-1,95236,0,6,0,Fuzzy match rejected
121,Herminium longicruris,accepted,GBIF_559831,23.298608,103.494193,2542524926,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Herminium,SPECIES,(C.Wright ex A.Gray) Ts.Tang & F.T.Wang,Mengtze [=Mengzi City]. Grass mts.,NA,CN,NA,NA,without-year,PRESERVED_SPECIMEN,NY,NY,4097376,11124,A. Henry,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.905,2,98519,Herminium longicrure,(C.Wright ex A.Gray) Benth. & Hook.f. ex B.D.Jacks.,Species,Synonym,NA,77164092-1,98512,24,21,0,Fuzzy match rejected
122,Heterotancis valenzuelana,accepted,SPECIESLINKS_12678,-21.0331,-44.758099,14535,Plantae,NA,NA,NA,Orchidaceae,Heterotancis,NA,(A. Rich.) Ojeda & Carnevali,"Macaia, Mata da Fazenda Botelho",Brasil,Brasil,NA,NA,without-year,PreservedSpecimen,UFLA,ESAL,14535,309,"Lourenço, RA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.92,2,344267,Heterotaxis valenzuelana,(A.Rich.) Ojeda & Carnevali,Species,Synonym,TRUE,77069704-1,123074,1,24,0,Fuzzy match rejected
123,Hoffmannseggella regentii,accepted,SPECIESLINKS_120576,-20.2875,-43.508099,487864,Plantae,NA,NA,NA,Orchidaceae,Hoffmannseggella,NA,V.P.Castro & D.Motte,Lavras Novas,Brasil,Brasil,NA,1,2012,PreservedSpecimen,IBt,SP,487864,VPCastro158,"Regent, C",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.84,4,249077,Hoffmannseggella reginae,(Pabst) V.P.Castro & Chiron,Species,Synonym,TRUE,1101224-2,374618,15,13,0,Fuzzy match rejected
124,Hormidium inversum,deleted,SPECIESLINKS_10449,-22.719999,-47.639999,033466,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Hormidium,NA,NA,NA,Brasil,Brasil,NA,NA,1995,PreservedSpecimen,ESALQ,ESA,033466,4,"Tavares Jr., J.E. ; Oliveira, G.G.F.B.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.778,4,100192,Hormidium miserum,(Lindl.) Benth. & Hook.f. ex Hemsl.,Species,Synonym,TRUE,638972-1,68962,35,-1,0,Fuzzy match rejected
125,Hormidium variegato,accepted,SPECIESLINKS_10451,-22.719999,-47.639999,033480,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Hormidium,NA,NA,NA,Brasil,Brasil,NA,NA,2007,PreservedSpecimen,ESALQ,ESA,033480,1,"Costa, A.C.F.A. ; Mendonça, M.A.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.9,2,100201,Hormidium variegatum,Brieger,Species,Illegitimate,NA,638982-1,259690,7,-1,0,Fuzzy match rejected
126,Isochilus leucophaeus,deleted,SPECIESLINKS_8772,-9.87556,-56.086102,053517,Plantae,NA,NA,NA,Orchidaceae,Isochilus,NA,(Poepp. & Endl.) Korn,NA,Brasil,Brasil,NA,10,2018,PreservedSpecimen,UFV,VIC,053517,s.n.,"Veloso dos Santos, B.N.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.762,5,102866,Isochilus leucanthus,Barb.Rodr.,Species,Synonym,NA,639290-1,102867,18,1,0,Fuzzy match rejected
127,Koellensteinia bahiensis,deleted,SPECIESLINKS_31,-15.15,-39.083333,72102,Plantae,NA,NA,NA,Orchidaceae,Koellensteinia,NA,NA,Reserva Biologica do Mico-leão (REBIO). Entrada KM 46 BA-001 Ilheus/Una.,Brasil,Brasil,NA,2,1997,PreservedSpecimen,CEPLAC,CEPEC,72102,6314,A. M. de Carvalho,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.846,4,106151,Koellensteinia boliviensis,(Rolfe) Schltr.,Species,Synonym,NA,133706-2,106154,15,-1,0,Fuzzy match rejected
128,Lepanthes decora,deleted,SPECIESLINKS_9679,-0.09,-77.59,641054,Plantae,NA,NA,NA,Orchidaceae,Lepanthes,NA,Luer & Hirtz,Baeza-Lago Agrio.,Equador,Equador,NA,2,1986,PreservedSpecimen,MO,MO,641054,11719,Carl A. Luer|et al.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.882,2,109874,Lepanthes decurva,Luer & Hirtz,Species,Accepted,NA,934932-1,109874,0,12,0,Fuzzy match rejected
129,Lepanthes floripecten,accepted,SPECIESLINKS_67289,4.85,-75.566667,U.1470544,Plantae,NA,NA,NA,Orchidaceae,Lepanthes,NA,(Rchb.f.) Ames,Flora Colombiana. Risaralda; Mnpio. de Sta. Rosa de Cabal; Al W de Termales de Sta. Rosa; Hda. La Gaviota.,Colômbia,Colômbia,NA,11,1985,PreservedSpecimen,NBC,NL-BOTANY,U.1470544,"Wolf, J 440",Wolf J,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.833,4,110723,Lepanthopsis floripecten,(Rchb.f.) Ames,Species,Accepted,NA,640254-1,110723,0,14,0,Fuzzy match rejected
130,Lepanthes obcuneiformis,accepted,GBIF_378332,9.83,-84.01,1258536937,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,SPECIES,Luer,"Cerro Llovioso, ca 1867",NA,CR,NA,NA,1867,PRESERVED_SPECIMEN,W,Tropicos,1320574,s.n.,A. R. Endrés,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.913,2,109854,Lepanthes cuneiformis,Luer & R.Escobar,Species,Accepted,NA,279429-2,109854,12,3,0,Fuzzy match rejected
131,Lepanthes paivana,accepted,GBIF_585758,-15.77,-68.65,1056416406,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,SPECIES,Rchb.f.,"Monte Chilieca, supra arbores; Sorata; 2900 m",NA,BO,2900,NA,without-year,PRESERVED_SPECIMEN,NHMUK,BOT,BM000084583,1133,Gilbert (Gustave) Mandon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.895,2,110342,Lepanthes paivaeana,Rchb.f.,Species,Accepted,NA,640124-1,110342,0,7,0,Fuzzy match rejected
132,Lepanthes stenophora,accepted,GBIF_327070,9.69,-83.92,1258537137,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,SPECIES,Luer & Hirtz,Heights north of Santa Maria,NA,CR,NA,NA,1867,PRESERVED_SPECIMEN,W,Tropicos,1320758,s.n.,A. R. Endrés,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.9,2,538127,Lepanthes adenophora,"Bogarín, M.Cedeño & Chinchilla",Species,Accepted,NA,77206156-1,538127,25,3,0,Fuzzy match rejected
133,Lepanthes suelipinni,accepted,SPECIESLINKS_5058,0.895555973,-52.00220108,06416,Plantae,NA,NA,NA,Orchidaceae,Lepanthes,NA,Cantuária & Medeiros & Da Silva,PARNA Montanhas do Tumucumaqu,Brasil,Brasil,NA,9,2018,PreservedSpecimen,IEPA,HAMAB,06416,534,"Cantuária, P.C.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.857,3,538977,Lepanthes suelipiniae,"P.C.Cantuária, T.D.S.Medeiros & J.B.S.Silva",Species,Accepted,NA,77209865-1,538977,19,11,0,Fuzzy match rejected
134,Lepanthopsis fusca,deleted,SPECIESLINKS_101847,-8.493611,-35.928333,63561,Plantae,NA,NA,NA,Orchidaceae,Lepanthopsis,NA,(Lam.) N.Snow,"Riacho Mentirosos, Sítio Capivara, trecho lótico do rio contido por barragem.",Brasil,Brasil,NA,9,2010,PreservedSpecimen,UFPE,UFP,63561,1137,"Sobral- Leite, M; Gomes, P",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.778,4,110706,Lepanthopsis apoda,(Garay & Dunst.) Luer,Species,Accepted,NA,910820-1,110706,17,1,0,Fuzzy match rejected
135,Lockhartia vinonsis,accepted,SPECIESLINKS_2151,0.951097,-59.913064,5457,Plantae,NA,NA,NA,Orchidaceae,Lockhartia,NA,Pessoas & Alves,Área do Reservatório de Jatapu.,Brasil,Brasil,NA,NA,without-year,PreservedSpecimen,FEMACT,MIRR,5457,3787,"Silva, E.S.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.85,3,473713,Lockhartia viruensis,E.M.Pessoa & M.Alves,Species,Accepted,NA,77122601-1,473713,7,6,0,Fuzzy match rejected
136,Lycaste grande,accepted,SPECIESLINKS_46251,0.03,-78.55,668406,Plantae,NA,NA,NA,Orchidaceae,Lycaste,NA,Oakeley & Fowlie,Calacali to Nanegalito.,Equador,Equador,NA,3,1992,PreservedSpecimen,SEL,MO-DUPLICATES,668406,1606,Stig Dalström,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.867,2,530179,Lycaste grandis,(Rchb.f. ex R.Warner) G.Nicholson,Species,Synonym,NA,77191687-1,146950,29,1,0,Fuzzy match rejected
137,Macroclinium xyphophorus,accepted,SPECIESLINKS_64895,7.4,-76.51666,637139,Plantae,NA,NA,NA,Orchidaceae,Macroclinium,NA,(Rchb. f.) Dodson,Mpio. de Mutatá; 27 km NNW of Mutatá on road to Chigorodó. Roadside vegetation.,Colômbia,Colômbia,NA,3,1987,PreservedSpecimen,MO,MO,637139,5022A,James L. Zarucchi|Julio C. Betancur B.|Beatriz E. Echeverry C.|Francisco J. Roldán,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.917,2,117007,Macroclinium xiphophorus,(Rchb.f.) Dodson,Species,Accepted,NA,914197-1,117007,1,10,0,Fuzzy match rejected
138,Malaxis brachyrrhyncha,accepted,SPECIESLINKS_36773,17.331667,-99.369722,176639,Plantae,Monocotyledon,NA,NA,Orchidaceae,Malaxis,NA,Ames,"Pueblo de Coaxtlahuacan, Camino hacia los Manantiales",México,México,NA,7,2009,PreservedSpecimen,UFMG,BHCB,176639,244,"Figueroa, CB",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.913,2,118139,Malaxis brachyrrhynchos,(Rchb.f.) Ames,Species,Accepted,NA,642120-1,118139,10,4,0,Fuzzy match rejected
139,Masdevallia chantansii,deleted,GBIF_193018,10.21,-84.6,1261372527,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,SPECIES,Rchb. f.,Reserva Forestal San Ramón near of the station,NA,CR,950,1,1991,PRESERVED_SPECIMEN,MO,Tropicos,657317,345,Jens Bittner,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.833,4,121245,Masdevallia chontalensis,Rchb.f.,Species,Accepted,NA,322998-2,121245,1,5,0,Fuzzy match rejected
140,Maxillaria acutiflora,deleted,SPECIESLINKS_52465,0.9,-78.1166667,661190,Plantae,NA,NA,NA,Orchidaceae,Maxillaria,NA,Ames,"Along trail above San Juan River near Maldonado, Carchi, elev. 4500 feet. (Close to Ecuador/Colombia border).",Equador,Equador,NA,2,1984,PreservedSpecimen,MO,MO,661190,1059,W. Scott Hoover,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.905,2,122655,Maxillaria lactiflora,Pabst,Species,Synonym,NA,289899-2,122921,4,1,0,Fuzzy match rejected
141,Maxillaria bretoensis,deleted,SPECIESLINKS_67200,0.833333,-66.166667,U.1458621,Plantae,NA,NA,NA,Orchidaceae,Maxillaria,NA,Schweinf.,Territorio Federal Amazonas: Departamento Rio Negro. 1.5 km south of Cerro de La La Neblina Base Camp which is on Río Mawarinuma. On ridge of hills.,Venezuela,Venezuela,NA,3,1984,PreservedSpecimen,NBC,NL-BOTANY,U.1458621,"Liesner, RL; Funk, V 16456",Liesner RL; Funk V,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.909,2,122704,Maxillaria loretoensis,C.Schweinf.,Species,Synonym,NA,155150-2,122823,2,9,0,Fuzzy match rejected
142,Maxillaria camaridium,deleted,SPECIESLINKS_16624,-1.7,-56.45,7341,Plantae,NA,NA,NA,Orchidaceae,Maxillaria,NA,Lindl.,Viveiro da Mineração Rio do Norte. Orchidário. NULL.,Brasil,Brasil,NA,5,1993,PreservedSpecimen,UFOPA,HSTM,7341,s.n.,"Soares, E.; Fonseca, D.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.905,2,122387,Maxillaria camaridii,Rchb.f.,Species,Synonym,NA,643337-1,122713,6,1,0,Fuzzy match rejected
143,Maxillaria camarippi,deleted,SPECIESLINKS_22898,-3.10194,-60.025002,84140,Plantae,NA,NA,NA,Orchidaceae,Maxillaria,NA,Rchb.,Estrada Manaus-Caracarai.,Brasil,Brasil,NA,1,1968,PreservedSpecimen,MBM,MBM,84140,s.n.,"Coelho, D",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.9,2,122387,Maxillaria camaridii,Rchb.f.,Species,Synonym,NA,643337-1,122713,2,4,0,Fuzzy match rejected
144,Maxillaria corcovadensis,deleted,SPECIESLINKS_22843,-20.635,-40.749699,181579,Plantae,NA,NA,NA,Orchidaceae,Maxillaria,NA,NA,São Bento de Urânia.,Brasil,Brasil,NA,6,1995,PreservedSpecimen,MBM,MBM,181579,62874,"Hatschbach, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.792,5,122404,Maxillaria chacoensis,Dodson,Species,Accepted,NA,313898-2,122404,6,-1,0,Fuzzy match rejected
145,Maxillaria crispa,deleted,SPECIESLINKS_10600,-23.540001,-46.630001,031555,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Maxillaria,NA,Spreng.,NA,Brasil,Brasil,NA,6,1949,PreservedSpecimen,ESALQ,ESA,031555,12483,"Hoehne, W.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.842,3,122452,Maxillaria cristata,Lindl.,Species,Synonym,TRUE,643390-1,146946,6,1,0,Fuzzy match rejected
146,Maxillaria densiflora,deleted,GBIF_506741,-1.07,-77.6,2542519711,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,SPECIES,Lindl.,"Reserva Biológica Jatun Sacha. Río Napo, 8 km al E de Misahuallí",NA,EC,NA,5,1987,PRESERVED_SPECIMEN,NY,NY,04104347,1411,C. E. Cerón Martínez,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.857,3,521155,Maxillaria uniflora,(Ruiz & Pav.) Molinari,Species,Accepted,NA,77155178-1,521155,20,1,0,Fuzzy match rejected
147,Maxillaria maria-izabellae,accepted,SPECIESLINKS_65862,-17.69694,-64.68277,2186035,Plantae,NA,NA,NA,Orchidaceae,Maxillaria,NA,J.T. Atwood,Pendiente de menor a 5° Mesobosque Termotropical Pluviestacional subhumedo humedo. Serie Luehea tomentella – Zeyheria tuberculosa en valle del rió San Mateo.,Bolívia,Bolívia,NA,9,2003,PreservedSpecimen,BOLV,MO-DUPLICATES,2186035,189,Erika Fernández|et al.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.885,3,122730,Maxillaria mariaisabeliae,J.T.Atwood,Species,Accepted,NA,904655-1,122730,1,6,0,Fuzzy match rejected
148,Maxillaria nidifica,deleted,GBIF_731357,10.33,-84.75,1261368404,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,SPECIES,Rchb. f.,"Peñas Blancas, Bosque pluvial premontano",NA,CR,900,1,1987,PRESERVED_SPECIMEN,MO,Tropicos,652985,6763,William A. Haber;Erick Bello C.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.789,4,254224,Maxillaria pudica,Carnevali & J.L.Tapia,Species,Accepted,NA,1035582-2,254224,19,1,0,Fuzzy match rejected
149,Maxillaria pungens,accepted,SPECIESLINKS_21625,-18.2139,-49.740799,32345,Plantae,NA,NA,NA,Orchidaceae,Maxillaria,NA,Cogn.,"Bom Jesus de Goiás, arredores.",Brasil,Brasil,NA,7,1974,PreservedSpecimen,MBM,MBM,32345,34588,"Hatschbach, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.889,2,122534,Maxillaria fulgens,(Rchb.f.) L.O.Williams,Species,Accepted,NA,155059-2,122534,21,1,0,Fuzzy match rejected
150,Mesadenella apiculata,deleted,SPECIESLINKS_83909,-24.18,-46.779999,027425,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Mesadenella,NA,(Pabst & Garay) Garay,BLOQUEADO,Brasil,Brasil,NA,4,1996,PreservedSpecimen,ESALQ,ESA,027425,11042,"Souza, V.C.; Souza, J.P.; Ivanauskas, N.M.; Duarte, A.R.; Eterovic, A.; Marques, O.A.V.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.81,4,3268401,Selaginella apiculata,Alderw.,Species,Synonym,NA,NA,3138729,20,1,0,Fuzzy match rejected
151,Microlaelia formosa,deleted,SPECIESLINKS_127433,-22.73,-45.59,1910,Plantae,NA,NA,NA,Orchidaceae,Microlaelia,NA,NA,NA,Brasil,Brasil,NA,12,1951,PreservedSpecimen,PUC-RIO,FCAB,1910,without-number,P. Capell S.J.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.842,3,3023367,Microlicia formosa,Cham.,Species,Accepted,NA,573493-1,3023367,5,-1,0,Fuzzy match rejected
152,Miltonia flavida,accepted,SPECIESLINKS_97941,-20.3633,-40.659199,42902,Plantae,Angiospermae,NA,NA,Orchidaceae,Miltonia,NA,Lindl.,vers Aracê,Brasil,Brasil,NA,NA,2008,PreservedSpecimen,MBML,MBML-HERBARIO,42902,8410,P. Ebani,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.875,2,128295,Miltonia flava,Lindl.,Species,Accepted,NA,60468118-2,128295,0,6,0,Fuzzy match rejected
153,Miltonia regenelli,accepted,SPECIESLINKS_84465,-24.52,-48.099998,102051,Plantae,NA,NA,NA,Orchidaceae,Miltonia,NA,NA,NA,Brasil,Brasil,NA,3,2005,PreservedSpecimen,ESALQ,ESA,102051,60,"Carboni, M.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.889,2,128313,Miltonia regnellii,Rchb.f.,Species,Accepted,NA,644765-1,128313,7,-1,0,Fuzzy match rejected
