,scientific_name,review,database_id,decimalLatitude,decimalLongitude,ID,kingdom,phylum,class,order,family,genus,taxonRank,authority,locality,country,countryCode,elevation,month,year,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,recordedBy,.val,.equ,.zer,.cap,.cen,.sea,.gbf,.inst,.summary,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,keep,resolved_match_type
18,Brassia davidii,deleted,SPECIESLINKS_6444,-11.9808334,-73.6611111,102918745,Plantae,NA,NA,NA,Orchidaceae,Brassia,NA,Senghas,Distrito Rio Tambo. Comunidad Nativa Parijaro. Parque Nacional Otishi.,Peru,Peru,NA,11,2013,PreservedSpecimen,HOXA,MO-DUPLICATES,102918745,26898,Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.|Eduardo Cruz Ortíz|Cindy Barboza,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.824,3,2561267,Parnassia davidii,Franch.,Species,Accepted,NA,792077-1,2561267,6,1,0,Fuzzy match rejected
19,Brassocattleya rubyi,deleted,SPECIESLINKS_85406,-2.57,-60.03,68867,Plantae,NA,NA,NA,Orchidaceae,Brassocattleya,NA,Braga,"BR174, km 45. EEST",Brasil,Brasil,NA,7,1977,PreservedSpecimen,INPA,INPA,68867,3373,"Braga, PIS",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.783,4,24327,× Brassocattleya rubyae,Braga,Species,Accepted,NA,618149-1,24327,0,5,0,Fuzzy match rejected
20,Bulbophyllum cyropetalum,deleted,GBIF_643817,9.78333,118.68333,2513298822,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Bulbophyllum,SPECIES,Schltr.,"Philippines, Palawan, Beaufort.",NA,PH,NA,3,1984,PRESERVED_SPECIMEN,NA,Botany,L  0772238,Unknown MK 1,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.84,4,27355,Bulbophyllum serripetalum,Schltr.,Species,Accepted,NA,620151-1,27355,0,7,0,Fuzzy match rejected
21,Bulbophyllum glumaceum.,deleted,SPECIESLINKS_89509,-26.8997,-48.827202,33369,Plantae,NA,NA,NA,Orchidaceae,Bulbophyllum,NA,NA,"Parque Botânico do Morro Baú,.",Brasil,Brasil,NA,5,1964,PreservedSpecimen,UNIVALI,HBR,33369,17025,R. Reitz; R.M. Klein,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.826,4,27015,Bulbophyllum plumatum,Ames,Species,Accepted,NA,619872-1,27015,4,1,0,Fuzzy match rejected
22,Bulbophyllum glutinosa,accepted,SPECIESLINKS_10216,-24.756399,-48.5047,101901,Plantae,NA,NA,NA,Orchidaceae,Bulbophyllum,NA,NA,NA,Brasil,Brasil,NA,3,2005,PreservedSpecimen,ESALQ,ESA,101901,119,"Destefani, A.C.C.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.913,2,25998,Bulbophyllum glutinosum,(Barb.Rodr.) Cogn.,Species,Accepted,NA,37940-2,25998,18,-1,0,Fuzzy match rejected
23,Bulbophyllum insulanum,deleted,GBIF_288211,17.46416,106.37944,1260775361,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Bulbophyllum,SPECIES,Schltr.,"Phong Nha - Ke Bang National Park. Bo Trach Distr., Hung Trach Municipality, Khe Me locality. Slightly logged primary closed broad-leaved evergreen forest on slopes of mountains composed with shale and sandstone.",NA,VN,950,1,2005,PRESERVED_SPECIMEN,MO,Tropicos,3365617,6226,L. V. Averyanov;P.K. Lôc;V.T. Pham;A. Averyanova;N.T. Vinh;N.Q. Vinh;N.T. Binh,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.909,2,26186,Bulbophyllum insulsum,(Gagnep.) Seidenf.,Species,Synonym,NA,619183-1,27300,16,1,0,Fuzzy match rejected
24,Bulbophyllum metallica,accepted,GBIF_194946,23.05349,104.86446,4514261998,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Bulbophyllum,SPECIES,NA,NA,NA,VN,NA,10,2019,PRESERVED_SPECIMEN,Moscow State University,MW,MW1045243,without-number,L. Averyanov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.913,2,533124,Bulbophyllum metallicum,Aver. & K.S.Nguyen,Species,Accepted,NA,77197960-1,533124,17,1,0,Fuzzy match rejected
25,Bulbophyllum minutifolium,deleted,RAINBIO_2329,2.73533,13.0749,30147,NA,Magnoliophyta,NA,Asparagales,Orchidaceae,Bulbophyllum,ESP,NA,NA,Cameroon,CMR,NA,NA,without-year,PreservedSpecimen,Orchids,NA,VD7541,without-number,without-collector,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.88,3,27526,Bulbophyllum tenuifolium,(Blume) Lindl.,Species,Accepted,NA,620294-1,27526,14,-1,0,Fuzzy match rejected
26,Bulbophyllum terezensis,deleted,SPECIESLINKS_127402,-22.2819,-42.531101,2033,Plantae,NA,NA,NA,Orchidaceae,Bulbophyllum,NA,Ruschi,NA,Brasil,Brasil,NA,3,1949,PreservedSpecimen,PUC-RIO,FCAB,2033,without-number,P.E. Leite S.J.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.87,3,27529,Bulbophyllum teresense,Ruschi,Species,Synonym,NA,37981-2,26577,0,6,0,Fuzzy match rejected
27,Bulbophyllum tsaratananae,accepted,GBIF_340791,-14.45,49.73333,1144614490,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Bulbophyllum,SPECIES,NA,Marojejy/Faritanin Antsiranana,NA,MG,1100,NA,without-year,PRESERVED_SPECIMEN,G,Geneva Herbarium – General Collection (G),G-G-349261/1,without-number,"Gautier, L., R. Andriamparany & D. Ravelomanantsoa",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.92,2,27789,Bulbophyllum zaratananae,Schltr.,Species,Accepted,NA,620511-1,27789,7,-1,0,Fuzzy match rejected
28,Caladenia loreus,accepted,ALA_72787,-30.566667,115.466667,dr15863,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Caladenia,species,Hopper & A.P.Br.,Mullering Brook ca 200 m S of Waddi Road and ca 2.8 km E of Brand Highway,Australia,AU,NA,9,1991,PRESERVED_SPECIMEN,PERTH,PERTH,PERTH 7500629,1074,"Brown, A.P.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.875,2,222842,Caladenia lorea,Hopper & A.P.Br.,Species,Accepted,NA,20002698-1,222842,0,16,0,Fuzzy match rejected
29,Calopogon simpsonii,deleted,GBIF_265559,25.398963,-80.657464,4510644222,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calopogon,SPECIES,Chapm.,Long Pine Key,NA,US,NA,2,1930,PRESERVED_SPECIMEN,SAU,NA,NA,without-number,"Farnum, J.; O'Neill, Hugh",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.789,4,31870,Calopogon lessonii,(d'Urv.) Brongn.,Species,Synonym,TRUE,621501-1,44827,15,1,0,Fuzzy match rejected
30,Campylocentrum acrocarpon,deleted,SPECIESLINKS_97511,-24.6675,-49.2252778,50796,Plantae,NA,NA,NA,Orchidaceae,Campylocentrum,NA,Fée,"Fazenda Esperança, às margens da rodovia BR-101, km 376.",Brasil,Brasil,NA,2,2012,PreservedSpecimen,UFSC,FLOR,50796,3394,"Stival-Santos, A.; Mancino, L.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.885,3,33353,Campylocentrum macrocarpum,Dod,Species,Synonym,TRUE,44223-2,239248,3,-1,0,Fuzzy match rejected
31,Campylocentrum angustifolium,deleted,SPECIESLINKS_107960,-29.448099,-50.583599,96815,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Campylocentrum,NA,(Sw.) Fée,FLONA,Brasil,Brasil,NA,7,1999,PreservedSpecimen,IAP,PACA-AGP,96815,without-number,Jorge,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.893,3,3154609,Campyloneurum angustifolium,(Sw.) Fée,Species,Accepted,NA,17063000-1,3154609,0,9,0,Fuzzy match rejected
32,Campylocentrum austrobrasilianum,deleted,SPECIESLINKS_108106,-27.4781,-53.4025,101706,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Campylocentrum,NA,NA,linha fabris,Brasil,Brasil,NA,4,2004,PreservedSpecimen,IAP,PACA-AGP,101706,without-number,"Kerber, K.T.B.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.906,3,3154613,Campyloneurum austrobrasilianum,(Alston) Sota,Species,Accepted,NA,1138869-2,3154613,12,1,0,Fuzzy match rejected
33,Campylocentrum fallax,deleted,SPECIESLINKS_101245,-22.4225,-44.634167,212927,Plantae,Monocotyledon,NA,NA,Orchidaceae,Campylocentrum,NA,Fée,"Parque Nacional de Itatiaia, Travessia Ruy Braga",Brasil,Brasil,NA,4,2022,PreservedSpecimen,UFMG,BHCB,212927,76,"Reis, A; Lino, V; Mynssem, CM; Sylvestre, LS; Della, AP",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.857,3,3189109,Campyloneurum fallax,Fée,Species,Synonym,NA,17063150-1,3154799,0,3,0,Fuzzy match rejected
34,Campylocentrum nitidum,deleted,SPECIESLINKS_108370,-29.678301,-51.1306,91192,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Campylocentrum,NA,(Kaulf.) Presl,Poço Feio,Brasil,Brasil,NA,8,1999,PreservedSpecimen,IAP,PACA-AGP,91192,without-number,Jorge,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.864,3,3154634,Campyloneurum nitidum,C.Presl,Species,Accepted,NA,17063340-1,3154634,8,5,0,Fuzzy match rejected
35,Campylocentrum poepiggi,accepted,SPECIESLINKS_29,3.35,-61.516667,2654,Plantae,NA,NA,NA,Orchidaceae,Campylocentrum,NA,NA,"Ilha de Maracá, SEMA Estação., On Trilha de Preguiça, 2-3 km N of the casa de Maracá.",Brasil,Brasil,NA,2,1988,PreservedSpecimen,FEMACT,MIRR,2654,6222,"Ratter, J.A.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.917,2,33373,Campylocentrum poeppigii,(Rchb.f.) Rolfe,Species,Accepted,NA,44241-2,33373,15,-1,0,Fuzzy match rejected
36,Catasetum apoloi,deleted,SPECIESLINKS_20478,-11.0617,-55.276402,403823,Plantae,NA,NA,NA,Orchidaceae,Catasetum,NA,Benelli & Grade,"Resgate da Flora da UHE Colíder, Lote G de supressão.",Brasil,Brasil,NA,8,2015,PreservedSpecimen,MBM,MBM,403823,3529,"Engels, ME",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.789,3,372443,Catasetum × apolloi,Benelli & Grade,Species,Accepted,NA,77088381-1,372443,0,15,0,Fuzzy match rejected
37,Catasetum boyi x garnettianum,deleted,SPECIESLINKS_5406,-3.283333,-60.183333,957,Plantae,NA,NA,NA,Orchidaceae,Catasetum,NA,NA,NA,Brasil,Brasil,NA,NA,without-year,PreservedSpecimen,FFCLRP,LBMBP,957,without-number,without-collector,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.778,6,35474,Catasetum garnetianum,Rolfe,Species,Accepted,NA,49900-2,35474,5,-1,0,Fuzzy match rejected
38,Catasetum louisiae,deleted,SPECIESLINKS_85859,-3.390528,-59.891,300200,Plantae,NA,NA,NA,Orchidaceae,Catasetum,NA,"D.R.P. Krahl, Chiron, Krahl",NA,Brasil,Brasil,NA,2,2019,PreservedSpecimen,INPA,INPA,300200,1419,"Krahl, AH",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.8,3,540164,Catasetum × louiseae,"D.R.P.Krahl, Krahl & Chiron",Species,Accepted,NA,77213149-1,540164,14,7,0,Fuzzy match rejected
39,Catasetum osmanum,deleted,SPECIESLINKS_82803,-9.97472,-67.809998,123816,Plantae,NA,NA,NA,Orchidaceae,Catasetum,NA,Braga,NA,Brasil,Brasil,NA,9,1982,PreservedSpecimen,INPA,INPA,123816,without-number,"Aquino, OT de",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.833,3,35443,Catasetum costatum,Rchb.f.,Species,Accepted,NA,49875-2,35443,7,-1,0,Fuzzy match rejected
40,Cattleya calimanorum,deleted,SPECIESLINKS_112967,-15.2933,-39.075298,373321,Plantae,NA,NA,NA,Orchidaceae,Cattleya,NA,Chiron & V.P.Castro,NA,Brasil,Brasil,NA,11,2004,PreservedSpecimen,IBt,SP,373321,s.n.,"Caliman, S; Caliman, C",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.826,3,331207,Cattleya × calimaniorum,Chiron & V.P.Castro,Species,Accepted,NA,60438072-2,331207,0,19,0,Fuzzy match rejected
41,Cattleya cfnobilior,deleted,SPECIESLINKS_21156,-21.016111,-56.855556,14483,Plantae,NA,NA,NA,Orchidaceae,Cattleya,NA,Rchb.f.,Rodovia MS-382; entre Morraria e Bonito; Serra da Bodoquena,Brasil,Brasil,NA,9,1995,PreservedSpecimen,CPAP,CPAP,14483,7447,"Pott, A.; Pott, V. J.; Salis, S. M. de; Bueno Sobrinho, A. A.; A. L. Sanches & Moura, S. L. G. P.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.895,2,36045,Cattleya nobilior,Rchb.f.,Species,Accepted,NA,622173-1,36045,0,7,0,Fuzzy match rejected
42,Cattleya jacintiana,deleted,SPECIESLINKS_98672,-18.2811111,-43.2611111,7954,Plantae,NA,NA,NA,Orchidaceae,Cattleya,NA,(E.L.F.Menezes & Rosim) Van den Berg,Área da COPASA.,Brasil,Brasil,NA,9,2020,PreservedSpecimen,UFVJM,HDJF,7954,365,"Menezes, ELF",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.81,3,540222,Cattleya × jacintoana,(E.L.F.Menezes & Rosim) J.M.H.Shaw,Species,Accepted,NA,77213294-1,540222,12,24,0,Fuzzy match rejected
43,Cattleya verae,deleted,SPECIESLINKS_125324,-15.166667,-39.583333,100775,Plantae,Angiospermae,NA,NA,Orchidaceae,Cattleya,NA,NA,RPPN. Serra do Sabiá. Sul da Bahia.,Brasil,Brasil,NA,10,2004,PreservedSpecimen,UEFS,HUEFS,100775,614,"Smidt, E.C.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.786,3,374613,Cattleya hatae,(V.P.Castro & K.G.Lacerda) Van den Berg,Species,Synonym,TRUE,60448095-2,347117,39,-1,0,Fuzzy match rejected
44,Cattleya zaslawskyii,deleted,SPECIESLINKS_112954,-14.2775,-38.9967,487847,Plantae,NA,NA,NA,Orchidaceae,Cattleya,NA,V.P.Castro,NA,Brasil,Brasil,NA,12,2013,PreservedSpecimen,IBt,SP,487847,VPCastro174,"Caliman, S",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.818,4,533614,Cattleya neozaslawskii,Van den Berg,Species,Accepted,NA,77202752-1,533614,10,1,0,Fuzzy match rejected
45,Chondrorhyncha lueri,deleted,GBIF_336023,-17.5,-65.283333,4519683336,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Chondrorhyncha,SPECIES,NA,"Carrasco, Sehuecas, Río Fuerte, cerca puente Parque Nac. Carrasco",NA,BO,NA,11,1993,PRESERVED_SPECIMEN,SMF,FR,FR-0154629,without-number,without-collector,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.864,3,39672,Chondrorhyncha helleri,Fowlie,Species,Synonym,TRUE,57173-2,459571,6,-1,0,Fuzzy match rejected
46,Christensonella incesta,deleted,SPECIESLINKS_2136,0.951097,-59.913064,5460,Plantae,NA,NA,NA,Orchidaceae,Christensonella,NA,(Lindl.),Área do Reservatório de Jatapu.,Brasil,Brasil,NA,NA,without-year,PreservedSpecimen,FEMACT,MIRR,5460,3790,"Silva, E.S.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.87,3,372364,Christensonella uncata,"(Lindl.) Szlach., Mytnik, Górniak & Smiszek",Species,Synonym,TRUE,77086359-1,123064,35,8,0,Fuzzy match rejected
47,Chritemsonella subulata,accepted,SPECIESLINKS_84068,-22.719999,-47.639999,123030,Plantae,NA,NA,NA,Orchidaceae,Chritemsonella,NA,NA,Orquidário da ESALQ/USP sob registro 34129.,Brasil,Brasil,NA,NA,2012,PreservedSpecimen,ESALQ,ESA,123030,without-number,"Koehler, S. ; Novello, M.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.917,2,372348,Maxillaria subulata,Lindl.,Species,Synonym,TRUE,77086358-1,123012,43,-1,0,Fuzzy match rejected
48,Cirrhaea amazonica,deleted,SPECIESLINKS_19116,-20.635,-40.749699,188459,Plantae,NA,NA,NA,Orchidaceae,Cirrhaea,NA,NA,"Alfredo Chaves, arredores.",Brasil,Brasil,NA,1,1996,PreservedSpecimen,MBM,MBM,188459,64028,"Hatschbach, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.833,3,2996127,Hiraea amazonica,C.E.Anderson,Species,Accepted,NA,77133305-1,2996127,11,1,0,Fuzzy match rejected
49,Cirrhaea stapelioides,deleted,SPECIESLINKS_116446,-22.9028,-43.2075,35826,Plantae,NA,NA,NA,Orchidaceae,Cirrhaea,NA,Lindl.,Tijuca,Brasil,Brasil,NA,NA,without-year,PreservedSpecimen,MN,R,35826,without-number,"Hoehne, F.C.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.773,5,339454,Tirucalia stapelioides,(Boiss.) P.V.Heath,Species,Synonym,TRUE,990640-1,82316,16,1,0,Fuzzy match rejected
50,Coppensittonia xterassaniana,deleted,SPECIESLINKS_84886,-22.73,-48.57,114457,Plantae,NA,NA,NA,Orchidaceae,Coppensittonia,NA,NA,NA,Brasil,Brasil,NA,7,1976,PreservedSpecimen,ESALQ,ESA,114457,without-number,"Biscaino, G.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.857,3,468977,× Coppensitonia terassaniana,Campacci,Species,Synonym,TRUE,77112623-1,467198,8,-1,0,Fuzzy match rejected
51,Cryptophoranthus langeana,accepted,SPECIESLINKS_19283,-25.769699,-49.715801,49124,Plantae,NA,NA,NA,Orchidaceae,Cryptophoranthus,NA,(Krzl.) Gorav.,Santo Amaro.,Brasil,Brasil,NA,3,1967,PreservedSpecimen,MBM,MBM,49124,16165,"Hatschbach, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.923,2,52113,Acianthera langeana,(Kraenzl.) Pridgeon,Species,Synonym,TRUE,71786-2,217530,6,6,0,Fuzzy match rejected
52,Cryptophoranthus schunkii,accepted,SPECIESLINKS_10501,-24.52,-48.099998,101925,Plantae,NA,NA,NA,Orchidaceae,Cryptophoranthus,NA,NA,NA,Brasil,Brasil,NA,3,2005,PreservedSpecimen,ESALQ,ESA,101925,63,"Carboni, M.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.923,2,52128,Zootrophion fenestratum,(Lindl. ex Hook.) Rysy,Species,Synonym,NA,71800-2,459765,5,-1,0,Fuzzy match rejected
53,Cyanorchis arundinae,accepted,SPECIESLINKS_10203,-26.192499,-49.265598,069347,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Cyanorchis,NA,(Rchb.f.) Rodr.,NA,Brasil,Brasil,NA,NA,1999,PreservedSpecimen,ESALQ,ESA,069347,1686,"Cordeiro, J. et al.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.909,2,52522,Cyanaeorchis arundinae,(Rchb.f.) Barb.Rodr.,Species,Accepted,NA,624777-1,52522,5,10,0,Fuzzy match rejected
54,Cyclopogon argyriryfolius,accepted,SPECIESLINKS_24968,-20.6036,-41.1847,27653,Plantae,NA,NA,NA,Orchidaceae,Cyclopogon,NA,Barb. Rodr.,Forno Grande,Brasil,Brasil,NA,10,2000,PreservedSpecimen,UNESP-IBB,BOTU,27653,3163,"Kollmann, L.Fraga, C.N.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.92,2,52728,Cyclopogon argyrifolius,(Barb.Rodr.) Barb.Rodr.,Species,Accepted,NA,77100733-1,52728,12,5,0,Fuzzy match rejected
55,Cyclopogon lineata,accepted,SPECIESLINKS_89486,-27.070601,-51.661701,US 2552805,Plantae,NA,NA,NA,Orchidaceae,Cyclopogon,NA,NA,NA,Brasil,Brasil,NA,NA,1964,PreservedSpecimen,US,US,US 2552805,12430,L. B. Smith & R. Reitz,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.895,2,52775,Cyclopogon lineatus,(Lindl.) Pabst,Species,Synonym,TRUE,73704-2,96219,14,-1,0,Fuzzy match rejected
56,Cyclopogon trifasciata,accepted,SPECIESLINKS_25991,-25.305599,-49.055302,49049,Plantae,NA,NA,NA,Orchidaceae,Cyclopogon,NA,NA,"Rod. BR-2, Serra do Espia.",Brasil,Brasil,NA,8,1962,PreservedSpecimen,MBM,MBM,49049,9214,"Hatschbach, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.913,2,52821,Cyclopogon trifasciatus,Schltr.,Species,Accepted,NA,73737-2,52821,7,-1,0,Fuzzy match rejected
57,Cymbidium x hybridum,deleted,SPECIESLINKS_2005,-25.332333,-49.22275,807,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Cymbidium,NA,Hort.,"Casa do Rony, Jardim Mediterrâneo",Brasil,Brasil,NA,8,2009,PreservedSpecimen,PNFM,IRAI,807,067,"Ristow, R.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.833,3,53181,Cymbidium floridum,(Salisb.) Lindl.,Species,Synonym,TRUE,625009-1,22512,15,1,0,Fuzzy match rejected
58,Cynaeorchis arundinas,accepted,SPECIESLINKS_85186,-16.7686,-47.613602,049038,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Cynaeorchis,NA,NA,NA,Brasil,Brasil,NA,9,1998,PreservedSpecimen,ESALQ,ESA,049038,21435,"Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.909,2,52522,Cyanaeorchis arundinae,(Rchb.f.) Barb.Rodr.,Species,Accepted,NA,624777-1,52522,20,-1,0,Fuzzy match rejected
59,Cynorchis crassifolia,accepted,GBIF_620949,-15.266667,22.916667,4061969693,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cynorkis,SPECIES,Schlachter,"Kalabo District. 0.4 km west of Kama Rural Health Center, 10.7 km from Lukona Secondary School. Soil: Kalahari sands.",NA,ZM,930,3,1996,PRESERVED_SPECIMEN,NA,Tropicos,1011401,807,Noah B. Zimba;Daniel K. Harder;Michael Graham Bingham;Ben Luwiika,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.909,2,54821,Cyrtorchis crassifolia,Schltr.,Species,Accepted,NA,626402-1,54821,5,4,0,Fuzzy match rejected
60,Cyrtopodium brasiliensis,deleted,SPECIESLINKS_126875,-19.820299,-40.2733,17684,Plantae,NA,NA,NA,Orchidaceae,Cyrtopodium,NA,J.V. Almeida,Portocel.,Brasil,Brasil,NA,2,1992,PreservedSpecimen,UFES,VIES,17684,2694,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.792,5,3141219,Lycopodium brasiliense,Raddi,Species,Synonym,NA,147176-2,3138833,11,1,0,Fuzzy match rejected
61,Cyrtopodium pabstii,deleted,SPECIESLINKS_96592,-18.716101,-39.858898,33002,Plantae,Angiospermae,NA,NA,Orchidaceae,Cyrtopodium,NA,LC Menezes,Ligação da Rod. BR-101 a Ponta do Ipiranga,Brasil,Brasil,NA,10,1992,PreservedSpecimen,UCS,HUCS,33002,58048,"Hatschbach, G; Cervi, AC; Silva, JM",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.842,3,54754,Cyrtopodium holstii,L.C.Menezes,Species,Accepted,NA,312475-2,54754,2,7,0,Fuzzy match rejected
62,Dactylorhiza fuchsii x incarnata,accepted,GBIF_120930,48.02,11.37,2313357087,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,SPECIES,NA,"Eisenbahnausstich bei km 25,5 der Strecke Starnberg-Mühltal",NA,DE,NA,6,1941,PRESERVED_SPECIMEN,M,BFLportal01coll,M-0260618 / 31099532 / 249045,without-number,"Freiberg, Wilhelm",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.767,7,55293,Dactylorhiza fuchsii,Druce) So�,Form,Synonym,NA,NA,55425,8,-1,0,Fuzzy match rejected
