SORTER,Submitted_Name,Submitted_Author,Submitted_Genus,Submitted_Rank,Name_in_database,Author_in_database,Genus_in_database,Rank_in_database,ID_in_database,Name_set,Fuzzy,Score,name.dist,author.dist,New_name,New_author,New_ID,Family,Name_spLev,Accepted_SPNAME,NOTE
550,Gymnadenia hygrophila,,Gymnadenia,2,Gymnadenia hygrophila,"(W.Foelsche & Heidtke) W.Foelsche, Heidtke & O.Gerbaud",Gymnadenia,2,469905,1,FALSE,0.8,0,,Gymnadenia miniata,(Crantz) Hayek,93702,Orchidaceae,,Gymnadenia miniata,
551,Gymnadenia √ó chanousiana,,Gymnadenia,2,Gymnadenia chusua var. nana,(King & Pantl.) Finet,Gymnadenia,3,454662,1,TRUE,0.2,12,,Hemipilia chusua,(D.Don) Y.Tang & H.Peng,538397,Orchidaceae,,Hemipilia chusua,Multiple results
552,Muscarella cynocephala,,Muscarella,2,Muscarella cynocephala,(Luer) Luer,Muscarella,2,347451,1,FALSE,0.8,0,,Andreettaea cynocephala,(Luer) A.Doucette,3289408,Orchidaceae,,Andreettaea cynocephala,
553,Dactylorhiza ochroleuca,,Dactylorhiza,2,Dactylorhiza ochroleuca,(Wüstnei ex Boll) Holub,Dactylorhiza,2,55515,1,FALSE,0.8,0,,Dactylorhiza incarnata subsp. ochroleuca,(Wüstnei ex Boll) P.F.Hunt & Summerh.,55349,Orchidaceae,,Dactylorhiza incarnata,
554,Muscarella longilabris,,Muscarella,2,Muscarella longilabris,(Lindl.) Luer,Muscarella,2,347468,1,FALSE,0.8,0,,Andreettaea longilabris,(Lindl.) A.Doucette,3291226,Orchidaceae,,Andreettaea longilabris,
555,Hippeophyllum celebicum,,Hippeophyllum,2,Hippeophyllum celebicum,Schltr.,Hippeophyllum,2,99345,1,FALSE,0.8,0,,Oberonia scortechinii,Hook.f.,136582,Orchidaceae,,Oberonia scortechinii,
556,Satyrium foliosum,,Satyrium,2,Satyrium foliosum,Sw.,Satyrium,2,186153,1,FALSE,0.8,0,,,,,Orchidaceae,,Satyrium foliosum,
557,Habenaria gracilis,,Habenaria,2,Habenaria gracilis,Lindl.,Habenaria,2,94718,1,FALSE,0.8,0,,,,,Orchidaceae,,Habenaria gracilis,Multiple results
558,Calanthe grandiflora,,Calanthe,2,Calanthe grandiflora,Nadeaud,Calanthe,2,30228,1,FALSE,0.8,0,,Phaius grandiflorus,(Nadeaud) Govaerts,464338,Orchidaceae,,Phaius grandiflorus,
559,Stigmatosema hatschbachii,,Stigmatosema,2,Stigmatosema hatschbachii,(Pabst) Garay,Stigmatosema,2,197776,1,FALSE,0.8,0,,,,,Orchidaceae,,Stigmatosema hatschbachii,
560,Centroglossa tripollinica,,Centroglossa,2,Centroglossa tripollinica,(Barb.Rodr.) Barb.Rodr.,Centroglossa,2,36297,1,FALSE,0.8,0,,,,,Orchidaceae,,Centroglossa tripollinica,
561,Spiranthes latifolia,,Spiranthes,2,Spiranthes latifolia,A.Rich. & Galeotti,Spiranthes,2,194359,1,FALSE,0.8,0,,,,,Orchidaceae,,Spiranthes latifolia,
562,Muscarella sibatensis,,Muscarella,2,Muscarella sibatensis,(F.Lehm. & Kraenzl.) Luer,Muscarella,2,347479,1,FALSE,0.8,0,,Andreettaea sibatensis,(F.Lehm. & Kraenzl.) A.Doucette,3291830,Orchidaceae,,Andreettaea sibatensis,
563,Muscarella infinita,,Muscarella,2,Muscarella infinita,(Luer) Luer,Muscarella,2,347462,1,FALSE,0.8,0,,Andreettaea infinita,(Luer) A.Doucette,3289396,Orchidaceae,,Andreettaea infinita,
564,Sobralia ruckeri,,Sobralia,2,Sobralia ruckeri,Linden ex Lindl.,Sobralia,2,192731,1,FALSE,0.8,0,,,,,Orchidaceae,,Sobralia ruckeri,Multiple results
565,Trichosalpinx barbelifera,,Trichosalpinx,2,Trichosalpinx barbelifera,Luer & R.Vásquez,Trichosalpinx,2,208303,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx barbelifera,
566,Kreodanthus curvatus,,Kreodanthus,2,Kreodanthus curvatus,Ormerod,Kreodanthus,2,458047,1,FALSE,0.8,0,,Microchilus curvatus,(Ormerod) E.C.Smidt & M.W.Chase,3292954,Orchidaceae,,Microchilus curvatus,
567,Trichosalpinx inaequisepala,,Trichosalpinx,2,Trichosalpinx inaequisepala,(C.Schweinf.) Luer,Trichosalpinx,2,208351,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx inaequisepala,
568,Muscarella perangusta,,Muscarella,2,Muscarella perangusta,(Luer) Luer,Muscarella,2,347473,1,FALSE,0.8,0,,Andreettaea perangusta,(Luer) A.Doucette,3291026,Orchidaceae,,Andreettaea perangusta,
569,Trichosalpinx nymphalis,,Trichosalpinx,2,Trichosalpinx nymphalis,(Luer) Luer,Trichosalpinx,2,208380,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx nymphalis,
570,Anathallis fractiflexa,,Anathallis,2,Anathallis fractiflexa,(Ames & C.Schweinf.) Luer,Anathallis,2,456305,1,FALSE,0.8,0,,,,,Orchidaceae,,Anathallis fractiflexa,
571,Mormolyca dodsonii,,Mormolyca,2,Mormolyca dodsonii,Molinari,Mormolyca,2,497233,1,FALSE,0.8,0,,Maxillaria tagianarae,Molinari,497235,Orchidaceae,,Maxillaria tagianarae,
572,Muscarella delicatula,,Muscarella,2,Muscarella delicatula,(Lindl.) Luer,Muscarella,2,347452,1,FALSE,0.8,0,,Andreettaea delicatula,(Lindl.) A.Doucette,3290416,Orchidaceae,,Andreettaea delicatula,
573,Kreodanthus sytsmae,,Kreodanthus,2,Kreodanthus sytsmae,Ormerod,Kreodanthus,2,458048,1,FALSE,0.8,0,,Microchilus sytsmae,(Ormerod) E.C.Smidt & M.W.Chase,3293052,Orchidaceae,,Microchilus sytsmae,
574,Aspidogyne metallescens,,Aspidogyne,2,Aspidogyne metallescens,(Barb.Rodr.) Garay,Aspidogyne,2,17210,1,FALSE,0.8,0,,Microchilus metallescens,(Barb.Rodr.) E.C.Smidt & M.W.Chase,3293100,Orchidaceae,,Microchilus metallescens,
575,Gunnarella florenciae,,Gunnarella,2,Gunnarella florenciae,(N.Hallé) Senghas,Gunnarella,2,93524,1,FALSE,0.8,0,,,,,Orchidaceae,,Gunnarella florenciae,
576,Anathallis inversa,,Anathallis,2,Anathallis inversa,(Luer & R.Vásquez) Luer,Anathallis,2,456314,1,FALSE,0.8,0,,,,,Orchidaceae,,Anathallis inversa,
577,Oncidium suttonii,,Oncidium,2,Oncidium suttonii,Bateman ex Lindl.,Oncidium,2,139973,1,FALSE,0.8,0,,Oncidium reflexum,Lindl.,139863,Orchidaceae,,Oncidium reflexum,
578,Kreodanthus simplex,,Kreodanthus,2,Kreodanthus simplex,(C.Schweinf.) Garay,Kreodanthus,2,106451,1,FALSE,0.8,0,,Microchilus simplex,(C.Schweinf.) E.C.Smidt & M.W.Chase,3293084,Orchidaceae,,Microchilus simplex,
579,Aspidogyne serripetala,,Aspidogyne,2,Aspidogyne serripetala,(Garay) Garay,Aspidogyne,2,17218,1,FALSE,0.8,0,,Microchilus serripetalus,(Garay) E.C.Smidt & M.W.Chase,3292905,Orchidaceae,,Microchilus serripetalus,
580,Habenaria grandiflora,,Habenaria,2,Habenaria grandiflora,Lindl. ex Dalzell & Gibson,Habenaria,2,94732,1,FALSE,0.8,0,,,,,Orchidaceae,,Habenaria grandiflora,
581,Coeloglossum bracteatum,,Coeloglossum,2,Coeloglossum bracteatum,(Muhl. ex Willd.) Parl.,Coeloglossum,2,44898,1,FALSE,0.8,0,,Dactylorhiza viridis var. virescens,(Muhl. ex Willd.) Baumbach,376295,Orchidaceae,,Dactylorhiza viridis,
582,Aspidogyne goaltalensis,,Aspidogyne,2,Aspidogyne goaltalensis,Ormerod,Aspidogyne,2,456481,1,FALSE,0.8,0,,Microchilus goaltalensis,(Ormerod) E.C.Smidt & M.W.Chase,3292888,Orchidaceae,,Microchilus goaltalensis,
583,Trichosalpinx hirtzii,,Trichosalpinx,2,Trichosalpinx hirtzii,Luer,Trichosalpinx,2,208349,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx hirtzii,
584,Trichosalpinx solomonii,,Trichosalpinx,2,Trichosalpinx solomonii,Luer,Trichosalpinx,2,208412,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx solomonii,
585,Phalaenopsis √ó lobbii,,Phalaenopsis,2,Phalaenopsis lowii f. alba,O.Gruss,Phalaenopsis,3,464852,1,TRUE,0.2,12,,,,,Orchidaceae,,Phalaenopsis lowii,
586,Trichosalpinx macphersonii,,Trichosalpinx,2,Trichosalpinx macphersonii,Luer,Trichosalpinx,2,208361,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx macphersonii,
587,Anathallis minima,,Anathallis,2,Anathallis minima,(C.Schweinf.) Luer,Anathallis,2,456323,1,FALSE,0.8,0,,,,,Orchidaceae,,Anathallis minima,
588,Cephalanthera alba,,Cephalanthera,2,Cephalanthera alba,(Crantz) Simonk.,Cephalanthera,2,36619,1,FALSE,0.8,0,,Cephalanthera damasonium,(Mill.) Druce,36635,Orchidaceae,,Cephalanthera damasonium,
589,Centroglossa castellensis,,Centroglossa,2,Centroglossa castellensis,Brade,Centroglossa,2,36290,1,FALSE,0.8,0,,,,,Orchidaceae,,Centroglossa castellensis,
590,Anathallis ourobranquensis,,Anathallis,2,Anathallis ourobranquensis,Campacci & Menini,Anathallis,2,343566,1,FALSE,0.8,0,,Anathallis aristulata,(Lindl.) Luer,371944,Orchidaceae,,Anathallis aristulata,
591,Eulophia shupangae,,Eulophia,2,Eulophia shupangae,(Rchb.f.) Kraenzl.,Eulophia,2,77941,1,FALSE,0.8,0,,Eulophia odontoglossa,Rchb.f.,77821,Orchidaceae,,Eulophia odontoglossa,
592,Stelis hamiltonii,,Stelis,2,Stelis hamiltonii,(Luer) Pridgeon & M.W.Chase,Stelis,2,266934,1,FALSE,0.8,0,,,,,Orchidaceae,,Stelis hamiltonii,
593,Bromheadia rigida,,Bromheadia,2,Bromheadia rigida,Ridl.,Bromheadia,2,24766,1,FALSE,0.8,0,,Dilochia rigida,(Ridl.) J.J.Wood,61854,Orchidaceae,,Dilochia rigida,
594,Maxillaria gigantea,,Maxillaria,2,Maxillaria gigantea,(Lindl.) Dodson,Maxillaria,2,122552,1,FALSE,0.8,0,,,,,Orchidaceae,,Maxillaria gigantea,
595,Anathallis gehrtii,,Anathallis,2,Anathallis gehrtii,(Hoehne & Schltr.) F.Barros,Anathallis,2,219819,1,FALSE,0.8,0,,Anathallis caudatipetala,(C.Schweinf.) Luer,456301,Orchidaceae,,Anathallis caudatipetala,
596,Anathallis bolsanelloi,,Anathallis,2,Anathallis bolsanelloi,Chiron & V.P.Castro,Anathallis,2,456299,1,FALSE,0.8,0,,Anathallis lobiserrata,(Barb.Rodr.) Luer & Toscano,456320,Orchidaceae,,Anathallis lobiserrata,
597,Trichosalpinx webbiae,,Trichosalpinx,2,Trichosalpinx webbiae,Luer & R.Escobar,Trichosalpinx,2,208437,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx webbiae,
598,Muscarella intonsa,,Muscarella,2,Muscarella intonsa,(Luer & R.Escobar) Luer,Muscarella,2,347463,1,FALSE,0.8,0,,Andreettaea intonsa,(Luer & R.Escobar) A.Doucette,3290265,Orchidaceae,,Andreettaea intonsa,
599,Trichosalpinx alabastra,,Trichosalpinx,2,Trichosalpinx alabastra,(Luer & R.Escobar) Luer,Trichosalpinx,2,208295,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx alabastra,
600,Orchis conopsea,,Orchis,2,Orchis conopsea,L.,Orchis,2,142381,1,FALSE,0.8,0,,Gymnadenia conopsea,(L.) R.Br.,93634,Orchidaceae,,Gymnadenia conopsea,
601,Orchis albida,,Orchis,2,Orchis albida,Friv. ex Hampe,Orchis,2,142202,1,FALSE,0.8,0,,,,,Orchidaceae,,Orchis albida,
602,Orchis morio,,Orchis,2,Orchis morio,L.,Orchis,2,142922,1,FALSE,0.8,0,,Anacamptis morio,"(L.) R.M.Bateman, Pridgeon & M.W.Chase",8585,Orchidaceae,,Anacamptis morio,
603,Ophrys anthropophora,,Ophrys,2,Ophrys anthropophora,L.,Ophrys,2,140739,1,FALSE,0.8,0,,Orchis anthropophora,(L.) All.,142231,Orchidaceae,,Orchis anthropophora,
604,Neottia aestivalis,,Neottia,2,Neottia aestivalis,Oakes ex A.Gray,Neottia,2,134163,1,FALSE,0.8,0,,,,,Orchidaceae,,Neottia aestivalis,
605,Aspidogyne stenocentron,,Aspidogyne,2,Aspidogyne stenocentron,(Schltr.) Szlach. & Kolan.,Aspidogyne,2,524651,1,FALSE,0.8,0,,Microchilus stenocentron,(Schltr.) E.C.Smidt & M.W.Chase,3293047,Orchidaceae,,Microchilus stenocentron,
606,Muscarella cabellensis,,Muscarella,2,Muscarella cabellensis,(Rchb.f.) Karremans,Muscarella,2,521343,1,FALSE,0.8,0,,Andreettaea cabellensis,(Rchb.f.) A.Doucette,3288765,Orchidaceae,,Andreettaea cabellensis,
607,Anathallis marginata,,Anathallis,2,Anathallis marginata,(Barb.Rodr.) F.Barros & Barberena,Anathallis,2,466336,1,FALSE,0.8,0,,Anathallis muscoidea,(Lindl.) F.Barros & Barberena,466339,Orchidaceae,,Anathallis muscoidea,
608,Gunnarella brigittae,,Gunnarella,2,Gunnarella brigittae,(N.Hallé) Senghas,Gunnarella,2,93522,1,FALSE,0.8,0,,,,,Orchidaceae,,Gunnarella brigittae,
609,Goodyera corniculata,,Goodyera,2,Goodyera corniculata,(Rchb.f.) Ackerman,Goodyera,2,473237,1,FALSE,0.8,0,,Microchilus corniculatus,(Rchb.f.) E.C.Smidt & M.W.Chase,3292925,Orchidaceae,,Microchilus corniculatus,
610,Aspidogyne platensis,,Aspidogyne,2,Aspidogyne platensis,(Hauman) Meneguzzo,Aspidogyne,2,489128,1,FALSE,0.8,0,,Microchilus platensis,(Hauman) E.C.Smidt & M.W.Chase,3293066,Orchidaceae,,Microchilus platensis,
611,Specklinia crinita,,Specklinia,2,Specklinia crinita,(Barb.Rodr.) F.Barros,Specklinia,2,193323,1,FALSE,0.8,0,,Acianthera crinita,(Barb.Rodr.) Pridgeon & M.W.Chase,217471,Orchidaceae,,Acianthera crinita,
612,Specklinia depauperata,,Specklinia,2,Specklinia depauperata,(Cogn.) F.Barros,Specklinia,2,193324,1,FALSE,0.8,0,,Anathallis linearifolia,(Cogn.) Pridgeon & M.W.Chase,219838,Orchidaceae,,Anathallis linearifolia,
613,Calanthe stenocentron,,Calanthe,2,Calanthe stenocentron,"(Schltr.) M.W.Chase, Christenh. & Schuit.",Calanthe,2,546811,1,FALSE,0.8,0,,Phaius stenocentron,Schltr.,151099,Orchidaceae,,Phaius stenocentron,
614,Trichosalpinx ballatrix,,Trichosalpinx,2,Trichosalpinx ballatrix,Luer & R.Escobar,Trichosalpinx,2,208302,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx ballatrix,
615,Spiranthes grayi,,Spiranthes,2,Spiranthes grayi,Ames,Spiranthes,2,194325,1,FALSE,0.8,0,,Spiranthes tuberosa,Raf.,194565,Orchidaceae,,Spiranthes tuberosa,
616,Kreodanthus bugabae,,Kreodanthus,2,Kreodanthus bugabae,Ormerod,Kreodanthus,2,458045,1,FALSE,0.8,0,,Microchilus bugabae,(Ormerod) E.C.Smidt & M.W.Chase,3292931,Orchidaceae,,Microchilus bugabae,
617,Aspidogyne costaricensis,,Aspidogyne,2,Aspidogyne costaricensis,Ormerod & M.A.Blanco,Aspidogyne,2,462156,1,FALSE,0.8,0,,Microchilus costaricensis,(Ormerod & M.A.Blanco) E.C.Smidt & M.W.Chase,3292950,Orchidaceae,,Microchilus costaricensis,
618,Aspidogyne misera,,Aspidogyne,2,Aspidogyne misera,(Ormerod) Ormerod,Aspidogyne,2,346038,1,FALSE,0.8,0,,Microchilus miserus,(Ormerod) E.C.Smidt & M.W.Chase,3293085,Orchidaceae,,Microchilus miserus,
619,Muscarella exesilabia,,Muscarella,2,Muscarella exesilabia,(A.H.Heller & A.D.Hawkes) Luer,Muscarella,2,347454,1,FALSE,0.8,0,,Andreettaea exesilabia,(A.H.Heller & A.D.Hawkes) A.Doucette,3291570,Orchidaceae,,Andreettaea exesilabia,
620,Trichosalpinx gentryi,,Trichosalpinx,2,Trichosalpinx gentryi,Luer,Trichosalpinx,2,208345,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx gentryi,
621,Zygosepalum lindeniae,,Zygosepalum,2,Zygosepalum lindeniae,(Rolfe) Garay & Dunst.,Zygosepalum,2,216165,1,FALSE,0.8,0,,Zygosepalum labiosum subsp. lindeniae,(Rolfe) Meneguzzo,3296748,Orchidaceae,,Zygosepalum labiosum,
622,Kreodanthus elatus,,Kreodanthus,2,Kreodanthus elatus,(L.O.Williams) Garay,Kreodanthus,2,106447,1,FALSE,0.8,0,,Microchilus elatus,(L.O.Williams) E.C.Smidt & M.W.Chase,3292942,Orchidaceae,,Microchilus elatus,
623,Anathallis imberbis,,Anathallis,2,Anathallis imberbis,(Luer & Hirtz) Luer,Anathallis,2,456313,1,FALSE,0.8,0,,Anathallis barbulata,(Lindl.) Pridgeon & M.W.Chase,219791,Orchidaceae,,Anathallis barbulata,
624,Trichosalpinx costata,,Trichosalpinx,2,Trichosalpinx costata,(Luer & R.Vásquez) Luer,Trichosalpinx,2,208319,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx costata,
625,Muscarella megalops,,Muscarella,2,Muscarella megalops,(Luer) Luer,Muscarella,2,347471,1,FALSE,0.8,0,,Andreettaea megalops,(Luer) A.Doucette,3291058,Orchidaceae,,Andreettaea megalops,
626,Muscarella tapantiensis,,Muscarella,2,Muscarella tapantiensis,Mel.Fernández & Bogarín,Muscarella,2,548471,1,FALSE,0.8,0,,Andreettaea tapantiensis,(Mel.Fernández & Bogarín) A.Doucette,3290536,Orchidaceae,,Andreettaea tapantiensis,
627,Trichosalpinx otarion,,Trichosalpinx,2,Trichosalpinx otarion,(Luer) Luer,Trichosalpinx,2,208384,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx otarion,
628,Aspidogyne sumacoensis,,Aspidogyne,2,Aspidogyne sumacoensis,Ormerod,Aspidogyne,2,456485,1,FALSE,0.8,0,,Microchilus sumacoensis,(Ormerod) E.C.Smidt & M.W.Chase,3293062,Orchidaceae,,Microchilus sumacoensis,
629,Trichosalpinx tenuiflora,,Trichosalpinx,2,Trichosalpinx tenuiflora,(Schltr.) Luer,Trichosalpinx,2,208424,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx tenuiflora,
630,Dendrobium fairfaxii,,Dendrobium,2,Dendrobium fairfaxii,Rolfe,Dendrobium,2,57737,1,FALSE,0.8,0,,,,,Orchidaceae,,Dendrobium fairfaxii,
631,Trichosalpinx teres,,Trichosalpinx,2,Trichosalpinx teres,Luer,Trichosalpinx,2,208426,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx teres,
632,Muscarella villosilabia,,Muscarella,2,Muscarella villosilabia,(Luer & Hirtz) Luer,Muscarella,2,347486,1,FALSE,0.8,0,,Andreettaea villosilabia,(Luer & Hirtz) A.Doucette,3290418,Orchidaceae,,Andreettaea villosilabia,
633,Trichosalpinx metamorpha,,Trichosalpinx,2,Trichosalpinx metamorpha,Luer & Hirtz,Trichosalpinx,2,208367,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx metamorpha,
634,Platanthera longiglandula,,Platanthera,2,Platanthera longiglandula,K.Y.Lang,Platanthera,2,157242,1,FALSE,0.8,0,,Platanthera bakeriana,(King & Pantl.) Kraenzl.,157034,Orchidaceae,,Platanthera bakeriana,
635,Cymbidium giganteum,,Cymbidium,2,Cymbidium giganteum,Wall. ex Lindl.,Cymbidium,2,53194,1,FALSE,0.8,0,,,,,Orchidaceae,,Cymbidium giganteum,
636,Tainia emeiensis,,Tainia,2,Tainia emeiensis,(K.Y.Lang) Z.H.Tsi,Tainia,2,201286,1,FALSE,0.8,0,,Tainia macrantha,Hook.f.,201313,Orchidaceae,,Tainia macrantha,
637,Muscarella latilabris,,Muscarella,2,Muscarella latilabris,(Foldats) Luer,Muscarella,2,347465,1,FALSE,0.8,0,,Andreettaea latilabris,(Foldats) A.Doucette,3289768,Orchidaceae,,Andreettaea latilabris,
638,Habenaria wolongensis,,Habenaria,2,Habenaria wolongensis,K.Y.Lang,Habenaria,2,95872,1,FALSE,0.8,0,,,,,Orchidaceae,,Habenaria wolongensis,
639,Oberonia lindleyi,,Oberonia,2,Oberonia lindleyi,Brongn.,Oberonia,2,532750,1,FALSE,0.8,0,,Phreatia lindleyi,(Brongn.) Benth. & Hook.f. ex B.D.Jacks.,153023,Orchidaceae,,Phreatia lindleyi,
640,Dendrobium dickasonii,,Dendrobium,2,Dendrobium dickasonii,L.O.Williams,Dendrobium,2,57618,1,FALSE,0.8,0,,Dendrobium inversum,J.Bradshaw ex Cortauld,547441,Orchidaceae,,Dendrobium inversum,
641,Coelogyne cinnamomea,,Coelogyne,2,Coelogyne cinnamomea,Lindl.,Coelogyne,2,44985,1,FALSE,0.8,0,,Coelogyne trinervis,Lindl.,45311,Orchidaceae,,Coelogyne trinervis,
642,Trichosalpinx strumifera,,Trichosalpinx,2,Trichosalpinx strumifera,Luer,Trichosalpinx,2,208418,1,FALSE,0.8,0,,,,,Orchidaceae,,Trichosalpinx strumifera,
643,Epidendrum latro,,Epidendrum,2,Epidendrum latro,Rchb.f. ex Cogn.,Epidendrum,2,68756,1,FALSE,0.8,0,,Prosthechea bulbosa,(Vell.) W.E.Higgins,165806,Orchidaceae,,Prosthechea bulbosa,
644,Muscarella obliquipetala,,Muscarella,2,Muscarella obliquipetala,(Acuña & C.Schweinf.) Karremans,Muscarella,2,521324,1,FALSE,0.8,0,,Andreettaea obliquipetala,(Acuña & C.Schweinf.) A.Doucette,3291046,Orchidaceae,,Andreettaea obliquipetala,
645,Ophrys ficalhoana,,Ophrys,2,Ophrys ficalhoana,(J.A.Guim.) Wucherpf.,Ophrys,2,521618,1,FALSE,0.8,0,,Ophrys tenthredinifera,Willd.,141835,Orchidaceae,,Ophrys tenthredinifera,
646,Gymnadenia pyrenaica,,Gymnadenia,2,Gymnadenia pyrenaica,(Philippe) Giraudias,Gymnadenia,2,93728,1,FALSE,0.8,0,,Gymnadenia conopsea,(L.) R.Br.,93634,Orchidaceae,,Gymnadenia conopsea,
647,Calanthe whistleri,,Calanthe,2,Calanthe whistleri,P.J.Cribb & D.A.Clayton,Calanthe,2,489667,1,FALSE,0.8,0,,Calanthe nephroglossa,Schltr.,30319,Orchidaceae,,Calanthe nephroglossa,
648,Epidendrum latifolium,,Epidendrum,2,Epidendrum latifolium,(Lindl.) Garay & H.R.Sweet,Epidendrum,2,68752,1,FALSE,0.8,0,,Epidendrum angustilobum,Fawc. & Rendle,67785,Orchidaceae,,Epidendrum angustilobum,
649,Muscarella herpestes,,Muscarella,2,Muscarella herpestes,(Luer) Luer,Muscarella,2,347460,1,FALSE,0.8,0,,Andreettaea herpestes,(Luer) A.Doucette,3289169,Orchidaceae,,Andreettaea herpestes,
650,Aspidogyne gavilanensis,,Aspidogyne,2,Aspidogyne gavilanensis,(Ormerod & G.A.Romero) Meneguzzo,Aspidogyne,2,488999,1,FALSE,0.8,0,,Microchilus gavilanensis,(Ormerod & G.A.Romero) E.C.Smidt & M.W.Chase,3292878,Orchidaceae,,Microchilus gavilanensis,
651,Muscarella cryptophyta,,Muscarella,2,Muscarella cryptophyta,(Barb.Rodr.) Bogarín & Karremans,Muscarella,2,548480,1,FALSE,0.8,0,,Andreettaea cryptophyta,(Barb.Rodr.) A.Doucette,3289763,Orchidaceae,,Andreettaea cryptophyta,
652,Aspidogyne grayumii,,Aspidogyne,2,Aspidogyne grayumii,Ormerod,Aspidogyne,2,346036,1,FALSE,0.8,0,,Microchilus grayumii,(Ormerod) E.C.Smidt & M.W.Chase,3292886,Orchidaceae,,Microchilus grayumii,
653,Phreatia palawensis,,Phreatia,2,Phreatia palawensis,(Schltr.) Tuyama,Phreatia,2,153080,1,FALSE,0.8,0,,,,,Orchidaceae,,Phreatia palawensis,
654,Stelis flexuosa,,Stelis,2,Stelis flexuosa,(Poepp. & Endl.) Pridgeon & M.W.Chase,Stelis,2,266906,1,FALSE,0.8,0,,,,,Orchidaceae,,Stelis flexuosa,
655,Aspidogyne macarenae,,Aspidogyne,2,Aspidogyne macarenae,(Ormerod) Meneguzzo,Aspidogyne,2,489002,1,FALSE,0.8,0,,Microchilus macarenae,(Ormerod) E.C.Smidt & M.W.Chase,3293069,Orchidaceae,,Microchilus macarenae,
656,Phragmipedium andreettae,,Phragmipedium,2,Phragmipedium andreettae,P.J.Cribb & Pupulin,Phragmipedium,2,344585,1,FALSE,0.8,0,,,,,Orchidaceae,,Phragmipedium andreettae,
657,Muscarella oblonga,,Muscarella,2,Muscarella oblonga,(Luer & Hirtz) Luer,Muscarella,2,347472,1,FALSE,0.8,0,,Andreettaea oblonga,(Luer & Hirtz) A.Doucette,3291045,Orchidaceae,,Andreettaea oblonga,
658,Aspidogyne robusta,,Aspidogyne,2,Aspidogyne robusta,(C.Schweinf.) Garay,Aspidogyne,2,17217,1,FALSE,0.8,0,,Microchilus robustus,(C.Schweinf.) E.C.Smidt & M.W.Chase,3292894,Orchidaceae,,Microchilus robustus,
659,Pleurothallis ocellus,,Pleurothallis,2,Pleurothallis ocellus,(Luer) Luer,Pleurothallis,2,160521,1,FALSE,0.8,0,,Andreettaea ocellus,Luer,8974,Orchidaceae,,Andreettaea ocellus,
660,Leucorchis albida,,Leucorchis,2,Leucorchis albida,(L.) E.Mey.,Leucorchis,2,112060,1,FALSE,0.8,0,,Pseudorchis albida,(L.) Á.Löve & D.Löve,166513,Orchidaceae,,Pseudorchis albida,
661,Warreopsis purpurea,,Warreopsis,2,Warreopsis purpurea,P.Ortiz,Warreopsis,2,214201,1,FALSE,0.8,0,,Warreopsis colorata subsp. purpurea,(P.Ortiz) Meneguzzo,3296703,Orchidaceae,,Warreopsis colorata,
662,Dendrobium platybasis,,Dendrobium,2,Dendrobium platybasis,Ridl.,Dendrobium,2,58717,1,FALSE,0.8,0,,,,,Orchidaceae,,Dendrobium platybasis,
663,Hippeophyllum biakense,,Hippeophyllum,2,Hippeophyllum biakense,J.J.Sm.,Hippeophyllum,2,99344,1,FALSE,0.8,0,,Oberonia scortechinii,Hook.f.,136582,Orchidaceae,,Oberonia scortechinii,
664,Hippeophyllum sulense,,Hippeophyllum,2,Hippeophyllum sulense,J.J.Sm.,Hippeophyllum,2,99354,1,FALSE,0.8,0,,Oberonia scortechinii,Hook.f.,136582,Orchidaceae,,Oberonia scortechinii,
665,Odontoglossum luteopurpureum,,Odontoglossum,2,Odontoglossum luteopurpureum,Lindl.,Odontoglossum,2,137780,1,FALSE,0.8,0,,Oncidium luteopurpureum,(Lindl.) Beer,139629,Orchidaceae,,Oncidium luteopurpureum,
666,Acampe rigida,,Acampe,2,Acampe rigida,(Buch.-Ham. ex Sm.) P.F.Hunt,Acampe,2,1428,1,FALSE,0.8,0,,Acampe praemorsa var. longepedunculata,(Trimen) Govaerts,528594,Orchidaceae,,Acampe praemorsa,
667,Ancistrorhynchus constrictus,,Ancistrorhynchus,2,Ancistrorhynchus constrictus,Szlach. & Olszewski,Ancistrorhynchus,2,8797,1,FALSE,0.8,0,,Ancistrorhynchus capitatus,(Lindl.) Summerh.,8794,Orchidaceae,,Ancistrorhynchus capitatus,
