V1,database_id,scientificName,decimalLatitude,decimalLongitude,ID,kingdom,phylum,class,order,family,genus,taxonRank,authority,locality,country,countryCode,elevation,month,year,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,recordedBy,.val,.equ,.zer,.cap,.cen,.sea,.gbf,.inst,.summary,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_genus,wcvp_epithet,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,geometry,native_buffer
437773,GBIF_504894,Schuitemania merrillii,9.20056,124.68343,4403500159,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Schuitemania,SPECIES,(Ames) Ormerod,Philippines; Camiguin Island; Camiguin Province; Mambajao Municipality; baylao Barangay; Sitio Itum: new trail to Hibok-Hibok Peak.,NA,PH,1076,6,2019,PRESERVED_SPECIMEN,BRIT,BRIT,BRIT878519,943,"Plants and Lichens of the Southern Philippines Survey; Peter W. Fritsch, Victor B. Amoroso, Fulgent P. Coritico, Darin S. Penneys, Daniel L. Nickrent, Florfe M. Acma, A. Joie D. Lagunday, Jennifer G. Opiso, Jorgen Aberella, Danilo N. Tandang, J.M.M. Galindon, Jeffrey P. Mancera, Gordon McPherson, Vanessa Hand",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Exact (with author),FALSE,1,0,263607,Schuitemania merrillii,Schuitemania,merrillii,(Ames) Ormerod,Species,Accepted,NA,20010935-1,263607,0,14,"c(124.68343, 9.20056)",TRUE
