V1,database_id,scientificName,decimalLatitude,decimalLongitude,ID,kingdom,phylum,class,order,family,genus,taxonRank,authority,locality,country,countryCode,elevation,month,year,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,recordedBy,.val,.equ,.zer,.cap,.cen,.sea,.gbf,.inst,.summary,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_genus,wcvp_epithet,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,geometry,native_buffer
724006,SPECIESLINKS_13465,Lycopodium sparsifolium,-17.7311,-49.0994,5678,Plantae,NA,NA,NA,Orchidaceae,Lycopodium,NA,Desv.,NA,Brasil,Brasil,NA,10,1970,PreservedSpecimen,UFG,UFG,5678,5596,"Rizzo, J.A.; Barbosa, A.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Exact (with author),FALSE,1,0,3216573,Selaginella sparsifolia,Selaginella,sparsifolia,Desv.,Species,Accepted,TRUE,77100429-1,3139118,0,5,"c(-49.0994, -17.7311)",TRUE
