V1,database_id,scientificName,decimalLatitude,decimalLongitude,ID,kingdom,phylum,class,order,family,genus,taxonRank,authority,locality,country,countryCode,elevation,month,year,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,recordedBy,.val,.equ,.zer,.cap,.cen,.sea,.gbf,.inst,.summary,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_genus,wcvp_epithet,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,geometry,native_buffer
403835,GBIF_454210,Dyakia hendersoniana,5.55,117.08333,2513806452,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dyakia,SPECIES,(Rchb.f.) Christenson,"Sabah, Sandakan Zone, G.Tawai.",NA,MY,NA,11,1986,PRESERVED_SPECIMEN,NA,Botany,L.1508567,"Vermeulen, JJ; Phillipps, A 769",Vermeulen JJ; Phillipps A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Exact (with author),FALSE,1,0,65377,Dyakia hendersoniana,Dyakia,hendersoniana,(Rchb.f.) Christenson,Species,Accepted,NA,942616-1,65377,0,21,"c(117.08333, 5.55)",TRUE
