"","idcell","geom"
"1033",1033,list(c(16232469.5548386, 16332469.5548386, 16332469.5548386, 16232469.5548386, 16232469.5548386, -5870632.92284166, -5870632.92284166, -5770632.92284166, -5770632.92284166, -5870632.92284166))
"1148",1148,list(c(-7067530.44516137, -6967530.44516137, -6967530.44516137, -7067530.44516137, -7067530.44516137, -5770632.92284166, -5770632.92284166, -5670632.92284166, -5670632.92284166, -5770632.92284166))
"1378",1378,list(c(15932469.5548386, 16032469.5548386, 16032469.5548386, 15932469.5548386, 15932469.5548386, -5770632.92284166, -5770632.92284166, -5670632.92284166, -5670632.92284166, -5770632.92284166))
"1496",1496,list(c(-7067530.44516137, -6967530.44516137, -6967530.44516137, -7067530.44516137, -7067530.44516137, -5670632.92284166, -5670632.92284166, -5570632.92284166, -5570632.92284166, -5670632.92284166))
"1497",1497,list(c(-6967530.44516137, -6867530.44516137, -6867530.44516137, -6967530.44516137, -6967530.44516137, -5670632.92284166, -5670632.92284166, -5570632.92284166, -5570632.92284166, -5670632.92284166))
"1727",1727,list(c(16032469.5548386, 16132469.5548386, 16132469.5548386, 16032469.5548386, 16032469.5548386, -5670632.92284166, -5670632.92284166, -5570632.92284166, -5570632.92284166, -5670632.92284166))
"1844",1844,list(c(-7067530.44516137, -6967530.44516137, -6967530.44516137, -7067530.44516137, -7067530.44516137, -5570632.92284166, -5570632.92284166, -5470632.92284166, -5470632.92284166, -5570632.92284166))
"2424",2424,list(c(16132469.5548386, 16232469.5548386, 16232469.5548386, 16132469.5548386, 16132469.5548386, -5470632.92284166, -5470632.92284166, -5370632.92284166, -5370632.92284166, -5470632.92284166))
"2771",2771,list(c(16032469.5548386, 16132469.5548386, 16132469.5548386, 16032469.5548386, 16032469.5548386, -5370632.92284166, -5370632.92284166, -5270632.92284166, -5270632.92284166, -5370632.92284166))
"2772",2772,list(c(16132469.5548386, 16232469.5548386, 16232469.5548386, 16132469.5548386, 16132469.5548386, -5370632.92284166, -5370632.92284166, -5270632.92284166, -5270632.92284166, -5370632.92284166))
"2773",2773,list(c(16232469.5548386, 16332469.5548386, 16332469.5548386, 16232469.5548386, 16232469.5548386, -5370632.92284166, -5370632.92284166, -5270632.92284166, -5270632.92284166, -5370632.92284166))
"2774",2774,list(c(16332469.5548386, 16432469.5548386, 16432469.5548386, 16332469.5548386, 16332469.5548386, -5370632.92284166, -5370632.92284166, -5270632.92284166, -5270632.92284166, -5370632.92284166))
"3119",3119,list(c(16032469.5548386, 16132469.5548386, 16132469.5548386, 16032469.5548386, 16032469.5548386, -5270632.92284166, -5270632.92284166, -5170632.92284166, -5170632.92284166, -5270632.92284166))
"3120",3120,list(c(16132469.5548386, 16232469.5548386, 16232469.5548386, 16132469.5548386, 16132469.5548386, -5270632.92284166, -5270632.92284166, -5170632.92284166, -5170632.92284166, -5270632.92284166))
"3121",3121,list(c(16232469.5548386, 16332469.5548386, 16332469.5548386, 16232469.5548386, 16232469.5548386, -5270632.92284166, -5270632.92284166, -5170632.92284166, -5170632.92284166, -5270632.92284166))
"3122",3122,list(c(16332469.5548386, 16432469.5548386, 16432469.5548386, 16332469.5548386, 16332469.5548386, -5270632.92284166, -5270632.92284166, -5170632.92284166, -5170632.92284166, -5270632.92284166))
"3123",3123,list(c(16432469.5548386, 16532469.5548386, 16532469.5548386, 16432469.5548386, 16432469.5548386, -5270632.92284166, -5270632.92284166, -5170632.92284166, -5170632.92284166, -5270632.92284166))
"3136",3136,list(c(-17067530.4451614, -16967530.4451614, -16967530.4451614, -17067530.4451614, -17067530.4451614, -5170632.92284166, -5170632.92284166, -5070632.92284166, -5070632.92284166, -5170632.92284166))
"3468",3468,list(c(16132469.5548386, 16232469.5548386, 16232469.5548386, 16132469.5548386, 16132469.5548386, -5170632.92284166, -5170632.92284166, -5070632.92284166, -5070632.92284166, -5170632.92284166))
"3469",3469,list(c(16232469.5548386, 16332469.5548386, 16332469.5548386, 16232469.5548386, 16232469.5548386, -5170632.92284166, -5170632.92284166, -5070632.92284166, -5070632.92284166, -5170632.92284166))
"3470",3470,list(c(16332469.5548386, 16432469.5548386, 16432469.5548386, 16332469.5548386, 16332469.5548386, -5170632.92284166, -5170632.92284166, -5070632.92284166, -5070632.92284166, -5170632.92284166))
"3471",3471,list(c(16432469.5548386, 16532469.5548386, 16532469.5548386, 16432469.5548386, 16432469.5548386, -5170632.92284166, -5170632.92284166, -5070632.92284166, -5070632.92284166, -5170632.92284166))
"3473",3473,list(c(16632469.5548386, 16732469.5548386, 16732469.5548386, 16632469.5548386, 16632469.5548386, -5170632.92284166, -5170632.92284166, -5070632.92284166, -5070632.92284166, -5170632.92284166))
"3585",3585,list(c(-6967530.44516137, -6867530.44516137, -6867530.44516137, -6967530.44516137, -6967530.44516137, -5070632.92284166, -5070632.92284166, -4970632.92284166, -4970632.92284166, -5070632.92284166))
"3586",3586,list(c(-6867530.44516137, -6767530.44516137, -6767530.44516137, -6867530.44516137, -6867530.44516137, -5070632.92284166, -5070632.92284166, -4970632.92284166, -4970632.92284166, -5070632.92284166))
"3795",3795,list(c(14032469.5548386, 14132469.5548386, 14132469.5548386, 14032469.5548386, 14032469.5548386, -5070632.92284166, -5070632.92284166, -4970632.92284166, -4970632.92284166, -5070632.92284166))
"3796",3796,list(c(14132469.5548386, 14232469.5548386, 14232469.5548386, 14132469.5548386, 14132469.5548386, -5070632.92284166, -5070632.92284166, -4970632.92284166, -4970632.92284166, -5070632.92284166))
"3797",3797,list(c(14232469.5548386, 14332469.5548386, 14332469.5548386, 14232469.5548386, 14232469.5548386, -5070632.92284166, -5070632.92284166, -4970632.92284166, -4970632.92284166, -5070632.92284166))
"3818",3818,list(c(16332469.5548386, 16432469.5548386, 16432469.5548386, 16332469.5548386, 16332469.5548386, -5070632.92284166, -5070632.92284166, -4970632.92284166, -4970632.92284166, -5070632.92284166))
"3819",3819,list(c(16432469.5548386, 16532469.5548386, 16532469.5548386, 16432469.5548386, 16432469.5548386, -5070632.92284166, -5070632.92284166, -4970632.92284166, -4970632.92284166, -5070632.92284166))
"3820",3820,list(c(16532469.5548386, 16632469.5548386, 16632469.5548386, 16532469.5548386, 16532469.5548386, -5070632.92284166, -5070632.92284166, -4970632.92284166, -4970632.92284166, -5070632.92284166))
"3821",3821,list(c(16632469.5548386, 16732469.5548386, 16732469.5548386, 16632469.5548386, 16632469.5548386, -5070632.92284166, -5070632.92284166, -4970632.92284166, -4970632.92284166, -5070632.92284166))
"4142",4142,list(c(13932469.5548386, 14032469.5548386, 14032469.5548386, 13932469.5548386, 13932469.5548386, -4970632.92284166, -4970632.92284166, -4870632.92284166, -4870632.92284166, -4970632.92284166))
"4143",4143,list(c(14032469.5548386, 14132469.5548386, 14132469.5548386, 14032469.5548386, 14032469.5548386, -4970632.92284166, -4970632.92284166, -4870632.92284166, -4870632.92284166, -4970632.92284166))
"4144",4144,list(c(14132469.5548386, 14232469.5548386, 14232469.5548386, 14132469.5548386, 14132469.5548386, -4970632.92284166, -4970632.92284166, -4870632.92284166, -4870632.92284166, -4970632.92284166))
"4145",4145,list(c(14232469.5548386, 14332469.5548386, 14332469.5548386, 14232469.5548386, 14232469.5548386, -4970632.92284166, -4970632.92284166, -4870632.92284166, -4870632.92284166, -4970632.92284166))
"4167",4167,list(c(16432469.5548386, 16532469.5548386, 16532469.5548386, 16432469.5548386, 16432469.5548386, -4970632.92284166, -4970632.92284166, -4870632.92284166, -4870632.92284166, -4970632.92284166))
"4168",4168,list(c(16532469.5548386, 16632469.5548386, 16632469.5548386, 16532469.5548386, 16532469.5548386, -4970632.92284166, -4970632.92284166, -4870632.92284166, -4870632.92284166, -4970632.92284166))
"4169",4169,list(c(16632469.5548386, 16732469.5548386, 16732469.5548386, 16632469.5548386, 16632469.5548386, -4970632.92284166, -4970632.92284166, -4870632.92284166, -4870632.92284166, -4970632.92284166))
"4170",4170,list(c(16732469.5548386, 16832469.5548386, 16832469.5548386, 16732469.5548386, 16732469.5548386, -4970632.92284166, -4970632.92284166, -4870632.92284166, -4870632.92284166, -4970632.92284166))
"4280",4280,list(c(-7067530.44516137, -6967530.44516137, -6967530.44516137, -7067530.44516137, -7067530.44516137, -4870632.92284166, -4870632.92284166, -4770632.92284166, -4770632.92284166, -4870632.92284166))
