"","idcell","geom"
"226",226,list(c(-7167530.44516137, -6967530.44516137, -6967530.44516137, -7167530.44516137, -7167530.44516137, -5870632.92284166, -5870632.92284166, -5670632.92284166, -5670632.92284166, -5870632.92284166))
"341",341,list(c(15832469.5548386, 16032469.5548386, 16032469.5548386, 15832469.5548386, 15832469.5548386, -5870632.92284166, -5870632.92284166, -5670632.92284166, -5670632.92284166, -5870632.92284166))
"343",343,list(c(16232469.5548386, 16432469.5548386, 16432469.5548386, 16232469.5548386, 16232469.5548386, -5870632.92284166, -5870632.92284166, -5670632.92284166, -5670632.92284166, -5870632.92284166))
"400",400,list(c(-7167530.44516137, -6967530.44516137, -6967530.44516137, -7167530.44516137, -7167530.44516137, -5670632.92284166, -5670632.92284166, -5470632.92284166, -5470632.92284166, -5670632.92284166))
"401",401,list(c(-6967530.44516137, -6767530.44516137, -6767530.44516137, -6967530.44516137, -6967530.44516137, -5670632.92284166, -5670632.92284166, -5470632.92284166, -5470632.92284166, -5670632.92284166))
"516",516,list(c(16032469.5548386, 16232469.5548386, 16232469.5548386, 16032469.5548386, 16032469.5548386, -5670632.92284166, -5670632.92284166, -5470632.92284166, -5470632.92284166, -5670632.92284166))
"690",690,list(c(16032469.5548386, 16232469.5548386, 16232469.5548386, 16032469.5548386, 16032469.5548386, -5470632.92284166, -5470632.92284166, -5270632.92284166, -5270632.92284166, -5470632.92284166))
"691",691,list(c(16232469.5548386, 16432469.5548386, 16432469.5548386, 16232469.5548386, 16232469.5548386, -5470632.92284166, -5470632.92284166, -5270632.92284166, -5270632.92284166, -5470632.92284166))
"698",698,list(c(-17167530.4451614, -16967530.4451614, -16967530.4451614, -17167530.4451614, -17167530.4451614, -5270632.92284166, -5270632.92284166, -5070632.92284166, -5070632.92284166, -5270632.92284166))
"749",749,list(c(-6967530.44516137, -6767530.44516137, -6767530.44516137, -6967530.44516137, -6967530.44516137, -5270632.92284166, -5270632.92284166, -5070632.92284166, -5070632.92284166, -5270632.92284166))
"864",864,list(c(16032469.5548386, 16232469.5548386, 16232469.5548386, 16032469.5548386, 16032469.5548386, -5270632.92284166, -5270632.92284166, -5070632.92284166, -5070632.92284166, -5270632.92284166))
"865",865,list(c(16232469.5548386, 16432469.5548386, 16432469.5548386, 16232469.5548386, 16232469.5548386, -5270632.92284166, -5270632.92284166, -5070632.92284166, -5070632.92284166, -5270632.92284166))
"866",866,list(c(16432469.5548386, 16632469.5548386, 16632469.5548386, 16432469.5548386, 16432469.5548386, -5270632.92284166, -5270632.92284166, -5070632.92284166, -5070632.92284166, -5270632.92284166))
"867",867,list(c(16632469.5548386, 16832469.5548386, 16832469.5548386, 16632469.5548386, 16632469.5548386, -5270632.92284166, -5270632.92284166, -5070632.92284166, -5070632.92284166, -5270632.92284166))
"923",923,list(c(-6967530.44516137, -6767530.44516137, -6767530.44516137, -6967530.44516137, -6967530.44516137, -5070632.92284166, -5070632.92284166, -4870632.92284166, -4870632.92284166, -5070632.92284166))
"1027",1027,list(c(13832469.5548386, 14032469.5548386, 14032469.5548386, 13832469.5548386, 13832469.5548386, -5070632.92284166, -5070632.92284166, -4870632.92284166, -4870632.92284166, -5070632.92284166))
"1028",1028,list(c(14032469.5548386, 14232469.5548386, 14232469.5548386, 14032469.5548386, 14032469.5548386, -5070632.92284166, -5070632.92284166, -4870632.92284166, -4870632.92284166, -5070632.92284166))
"1029",1029,list(c(14232469.5548386, 14432469.5548386, 14432469.5548386, 14232469.5548386, 14232469.5548386, -5070632.92284166, -5070632.92284166, -4870632.92284166, -4870632.92284166, -5070632.92284166))
"1039",1039,list(c(16232469.5548386, 16432469.5548386, 16432469.5548386, 16232469.5548386, 16232469.5548386, -5070632.92284166, -5070632.92284166, -4870632.92284166, -4870632.92284166, -5070632.92284166))
"1040",1040,list(c(16432469.5548386, 16632469.5548386, 16632469.5548386, 16432469.5548386, 16432469.5548386, -5070632.92284166, -5070632.92284166, -4870632.92284166, -4870632.92284166, -5070632.92284166))
"1041",1041,list(c(16632469.5548386, 16832469.5548386, 16832469.5548386, 16632469.5548386, 16632469.5548386, -5070632.92284166, -5070632.92284166, -4870632.92284166, -4870632.92284166, -5070632.92284166))
