"","idcell","geom"
"26",26,list(c(-7367530.44516137, -6967530.44516137, -6967530.44516137, -7367530.44516137, -7367530.44516137, -6070632.92284166, -6070632.92284166, -5670632.92284166, -5670632.92284166, -6070632.92284166))
"84",84,list(c(15832469.5548386, 16232469.5548386, 16232469.5548386, 15832469.5548386, 15832469.5548386, -6070632.92284166, -6070632.92284166, -5670632.92284166, -5670632.92284166, -6070632.92284166))
"85",85,list(c(16232469.5548386, 16632469.5548386, 16632469.5548386, 16232469.5548386, 16232469.5548386, -6070632.92284166, -6070632.92284166, -5670632.92284166, -5670632.92284166, -6070632.92284166))
"113",113,list(c(-7367530.44516137, -6967530.44516137, -6967530.44516137, -7367530.44516137, -7367530.44516137, -5670632.92284166, -5670632.92284166, -5270632.92284166, -5270632.92284166, -5670632.92284166))
"114",114,list(c(-6967530.44516137, -6567530.44516137, -6567530.44516137, -6967530.44516137, -6967530.44516137, -5670632.92284166, -5670632.92284166, -5270632.92284166, -5270632.92284166, -5670632.92284166))
"171",171,list(c(15832469.5548386, 16232469.5548386, 16232469.5548386, 15832469.5548386, 15832469.5548386, -5670632.92284166, -5670632.92284166, -5270632.92284166, -5270632.92284166, -5670632.92284166))
"172",172,list(c(16232469.5548386, 16632469.5548386, 16632469.5548386, 16232469.5548386, 16232469.5548386, -5670632.92284166, -5670632.92284166, -5270632.92284166, -5270632.92284166, -5670632.92284166))
"175",175,list(c(-17367530.4451614, -16967530.4451614, -16967530.4451614, -17367530.4451614, -17367530.4451614, -5270632.92284166, -5270632.92284166, -4870632.92284166, -4870632.92284166, -5270632.92284166))
"201",201,list(c(-6967530.44516137, -6567530.44516137, -6567530.44516137, -6967530.44516137, -6967530.44516137, -5270632.92284166, -5270632.92284166, -4870632.92284166, -4870632.92284166, -5270632.92284166))
"253",253,list(c(13832469.5548386, 14232469.5548386, 14232469.5548386, 13832469.5548386, 13832469.5548386, -5270632.92284166, -5270632.92284166, -4870632.92284166, -4870632.92284166, -5270632.92284166))
"254",254,list(c(14232469.5548386, 14632469.5548386, 14632469.5548386, 14232469.5548386, 14232469.5548386, -5270632.92284166, -5270632.92284166, -4870632.92284166, -4870632.92284166, -5270632.92284166))
"258",258,list(c(15832469.5548386, 16232469.5548386, 16232469.5548386, 15832469.5548386, 15832469.5548386, -5270632.92284166, -5270632.92284166, -4870632.92284166, -4870632.92284166, -5270632.92284166))
"259",259,list(c(16232469.5548386, 16632469.5548386, 16632469.5548386, 16232469.5548386, 16232469.5548386, -5270632.92284166, -5270632.92284166, -4870632.92284166, -4870632.92284166, -5270632.92284166))
"260",260,list(c(16632469.5548386, 17032469.5548386, 17032469.5548386, 16632469.5548386, 16632469.5548386, -5270632.92284166, -5270632.92284166, -4870632.92284166, -4870632.92284166, -5270632.92284166))
"287",287,list(c(-7367530.44516137, -6967530.44516137, -6967530.44516137, -7367530.44516137, -7367530.44516137, -4870632.92284166, -4870632.92284166, -4470632.92284166, -4470632.92284166, -4870632.92284166))
"288",288,list(c(-6967530.44516137, -6567530.44516137, -6567530.44516137, -6967530.44516137, -6967530.44516137, -4870632.92284166, -4870632.92284166, -4470632.92284166, -4470632.92284166, -4870632.92284166))
"339",339,list(c(13432469.5548386, 13832469.5548386, 13832469.5548386, 13432469.5548386, 13432469.5548386, -4870632.92284166, -4870632.92284166, -4470632.92284166, -4470632.92284166, -4870632.92284166))
