"Bioregion","Species","affinity","fidelity","indval"
"2","Acriopsis",0,0,0
"2","Acrorchis",0,0,0
"2","Adenochilus",0.165137614678899,1,0.165137614678899
"2","Adenoncos",0,0,0
"2","Adrorhizon",0,0,0
"2","Aerangis",0,0,0
"2","Aeranthes",0,0,0
"2","Aerides",0,0,0
"2","Aeridostachya",0,0,0
"2","Aetheorhyncha",0,0,0
"2","Afropectinariella",0,0,0
"2","Aganisia",0,0,0
"2","Aglossorrhyncha",0,0,0
"2","Agrostophyllum",0,0,0
"2","Alamania",0,0,0
"2","Alatiliparis",0,0,0
"2","Altensteinia",0,0,0
"2","Ambrella",0,0,0
"2","Amoana",0,0,0
"2","Anacamptis",0,0,0
"2","Anathallis",0,0,0
"2","Ancistrochilus",0,0,0
"2","Ancistrorhynchus",0,0,0
"2","Andinia",0,0,0
"2","Andreettaea",0,0,0
"2","Angraecopsis",0,0,0
"2","Angraecum",0,0,0
"2","Anguloa",0,0,0
"2","Ania",0,0,0
"2","Anoectochilus",0,0,0
"2","Ansellia",0,0,0
"2","Anthogonium",0,0,0
"2","Aphyllorchis",0,0,0
"2","Aplectrum",0,0,0
"2","Aporostylis",0.174311926605505,1,0.174311926605505
"2","Apostasia",0,0,0
"2","Appendicula",0,0,0
"2","Aracamunia",0,0,0
"2","Arachnis",0,0,0
"2","Arethusa",0,0,0
"2","Arpophyllum",0,0,0
"2","Arthrochilus",0.201834862385321,0.564102564102564,0.113855563396848
"2","Artorima",0,0,0
"2","Arundina",0,0,0
"2","Aspasia",0,0,0
"2","Aulosepalum",0,0,0
"2","Auxopus",0,0,0
"2","Bambuseria",0,0,0
"2","Barbosella",0,0,0
"2","Barkeria",0,0,0
"2","Baskervilla",0,0,0
"2","Batemannia",0,0,0
"2","Beclardia",0,0,0
"2","Beloglottis",0,0,0
"2","Benthamia",0,0,0
"2","Benzingia",0,0,0
"2","Biermannia",0,0,0
"2","Bifrenaria",0,0,0
"2","Bipinnula",0,0,0
"2","Bletia",0,0,0
"2","Bletilla",0,0,0
"2","Bogoria",0,0,0
"2","Bolusiella",0,0,0
"2","Bonatea",0,0,0
"2","Brachionidium",0,0,0
"2","Brachycorythis",0,0,0
"2","Brachypeza",0,0,0
"2","Brachystele",0,0,0
"2","Braemia",0,0,0
"2","Brassavola",0,0,0
"2","Brassia",0,0,0
"2","Bromheadia",0,0,0
"2","Broughtonia",0,0,0
"2","Brownleea",0,0,0
"2","Bryobium",0.0091743119266055,0.0204081632653061,0.00018723085564501
"2","Buchtienia",0,0,0
"2","Bulbophyllum",0.247706422018349,0.0406015037593985,0.0100572532248051
"2","Burnettia",0.155963302752294,1,0.155963302752294
"2","Caladenia",0.944954128440367,0.858333333333333,0.811085626911315
"2","Calanthe",0.091743119266055,0.028169014084507,0.00258431321876211
"2","Caleana",0.513761467889908,1,0.513761467889908
"2","Callostylis",0,0,0
"2","Calochilus",0.532110091743119,0.725,0.385779816513761
"2","Calopogon",0,0,0
"2","Caluera",0,0,0
"2","Calymmanthera",0,0,0
"2","Calypso",0,0,0
"2","Calyptrochilum",0,0,0
"2","Campanulorchis",0,0,0
"2","Campylocentrum",0,0,0
"2","Capanemia",0,0,0
"2","Cardiochilos",0,0,0
"2","Catasetum",0,0,0
"2","Cattleya",0,0,0
"2","Caucaea",0,0,0
"2","Caularthron",0,0,0
"2","Centrostigma",0,0,0
"2","Cephalanthera",0,0,0
"2","Ceratandra",0,0,0
"2","Ceratostylis",0,0,0
"2","Chamaeanthus",0,0,0
"2","Chamaegastrodia",0,0,0
"2","Chamelophyton",0,0,0
"2","Chamorchis",0,0,0
"2","Changnienia",0,0,0
"2","Chaubardia",0,0,0
"2","Chaubardiella",0,0,0
"2","Cheiradenia",0,0,0
"2","Cheirostylis",0.0458715596330275,0.0543478260869565,0.00249301954527323
"2","Chiloglottis",0.486238532110092,0.929824561403509,0.452116529856752
"2","Chiloschista",0.018348623853211,0.0833333333333333,0.00152905198776758
"2","Chloraea",0,0,0
"2","Chondrorhyncha",0,0,0
"2","Chondroscaphe",0,0,0
"2","Chroniochilus",0,0,0
"2","Chrysoglossum",0,0,0
"2","Chysis",0,0,0
"2","Chytroglossa",0,0,0
"2","Cirrhaea",0,0,0
"2","Cischweinfia",0,0,0
"2","Claderia",0,0,0
"2","Cleisocentron",0,0,0
"2","Cleisomeria",0,0,0
"2","Cleisostoma",0,0,0
"2","Cleisostomopsis",0,0,0
"2","Cleistes",0,0,0
"2","Cleistesiopsis",0,0,0
"2","Clematepistephium",0,0,0
"2","Clowesia",0,0,0
"2","Coccineorchis",0,0,0
"2","Cochleanthes",0,0,0
"2","Codonorchis",0,0,0
"2","Coelia",0,0,0
"2","Coeliopsis",0,0,0
"2","Coelogyne",0,0,0
"2","Coenoemersa",0,0,0
"2","Coilochilus",0,0,0
"2","Collabium",0,0,0
"2","Comparettia",0,0,0
"2","Constantia",0,0,0
"2","Cooktownia",0,0,0
"2","Corallorhiza",0,0,0
"2","Coryanthes",0,0,0
"2","Corybas",0.623853211009174,0.618181818181818,0.385654712260217
"2","Corycium",0,0,0
"2","Corymborkis",0,0,0
"2","Cottonia",0,0,0
"2","Cotylolabium",0,0,0
"2","Cranichis",0,0,0
"2","Cremastra",0,0,0
"2","Crepidium",0,0,0
"2","Crossoglossa",0,0,0
"2","Crossoliparis",0,0,0
"2","Cryptarrhena",0,0,0
"2","Cryptochilus",0,0,0
"2","Cryptopus",0,0,0
"2","Cryptostylis",0.376146788990826,0.436170212765957,0.16406402498536
"2","Cuitlauzina",0,0,0
"2","Cyanaeorchis",0,0,0
"2","Cybebus",0,0,0
"2","Cyclopogon",0,0,0
"2","Cycnoches",0,0,0
"2","Cylindrolobus",0,0,0
"2","Cymbidium",0.192660550458716,0.0905172413793103,0.0174391015501424
"2","Cymbilabia",0,0,0
"2","Cymboglossum",0,0,0
"2","Cynorkis",0,0,0
"2","Cypripedium",0,0,0
"2","Cyrtochiloides",0,0,0
"2","Cyrtochilum",0,0,0
"2","Cyrtopodium",0,0,0
"2","Cyrtorchis",0,0,0
"2","Cyrtosia",0,0,0
"2","Cyrtostylis",0.513761467889908,0.982456140350877,0.50474810880412
"2","Cystorchis",0,0,0
"2","Dactylorhiza",0,0,0
"2","Dactylostalix",0,0,0
"2","Daiotyla",0,0,0
"2","Danhatchia",0.055045871559633,1,0.055045871559633
"2","Degranvillea",0,0,0
"2","Deiregyne",0,0,0
"2","Dendrobium",0.440366972477064,0.129380053908356,0.056974702638542
"2","Dendrolirium",0,0,0
"2","Dendrophylax",0,0,0
"2","Devogelia",0,0,0
"2","Diaphananthe",0,0,0
"2","Diceratostele",0,0,0
"2","Dichaea",0,0,0
"2","Dichromanthus",0,0,0
"2","Didymoplexiella",0,0,0
"2","Didymoplexis",0,0,0
"2","Dienia",0,0,0
"2","Diglyphosa",0,0,0
"2","Dilochia",0,0,0
"2","Dilochiopsis",0,0,0
"2","Dilomilis",0,0,0
"2","Dimerandra",0,0,0
"2","Dimorphorchis",0,0,0
"2","Dinema",0,0,0
"2","Dinklageella",0,0,0
"2","Diodonopsis",0,0,0
"2","Diplocentrum",0,0,0
"2","Diplomeris",0,0,0
"2","Diploprora",0,0,0
"2","Dipodium",0.330275229357798,0.391304347826087,0.129238133226965
"2","Disa",0,0,0
"2","Discyphus",0,0,0
"2","Disperis",0,0,0
"2","Diuris",0.642201834862385,0.886075949367089,0.569039600510974
"2","Domingoa",0,0,0
"2","Dossinia",0,0,0
"2","Dracomonticola",0,0,0
"2","Draconanthes",0,0,0
"2","Dracula",0,0,0
"2","Drakaea",0.119266055045872,1,0.119266055045872
"2","Dresslerella",0,0,0
"2","Dressleria",0,0,0
"2","Dryadella",0,0,0
"2","Dryadorchis",0,0,0
"2","Drymoanthus",0.155963302752294,0.708333333333333,0.110474006116208
"2","Duckeella",0,0,0
"2","Dunstervillea",0,0,0
"2","Dyakia",0,0,0
"2","Earina",0.174311926605505,0.703703703703704,0.122663948352022
"2","Echinorhyncha",0,0,0
"2","Echinosepala",0,0,0
"2","Eggelingia",0,0,0
"2","Eleorchis",0,0,0
"2","Elleanthus",0,0,0
"2","Eloyella",0,0,0
"2","Eltroplectris",0,0,0
"2","Embreea",0,0,0
"2","Encyclia",0,0,0
"2","Ephippianthus",0,0,0
"2","Epiblastus",0,0,0
"2","Epiblema",0.0458715596330275,1,0.0458715596330275
"2","Epidendrum",0,0,0
"2","Epipactis",0,0,0
"2","Epipogium",0.055045871559633,0.0266666666666667,0.00146788990825688
"2","Epistephium",0,0,0
"2","Erasanthe",0,0,0
"2","Eria",0,0,0
"2","Eriaxis",0,0,0
"2","Eriochilus",0.486238532110092,1,0.486238532110092
"2","Eriodes",0,0,0
"2","Eriopsis",0,0,0
"2","Erycina",0,0,0
"2","Erythrodes",0,0,0
"2","Erythrorchis",0.100917431192661,0.314285714285714,0.0317169069462647
"2","Espinhassoa",0,0,0
"2","Eulophia",0.055045871559633,0.00857142857142857,0.000471821756225426
"2","Euryblema",0,0,0
"2","Eurycentrum",0,0,0
"2","Eurychone",0,0,0
"2","Eurystyles",0,0,0
"2","Evotella",0,0,0
"2","Fernandezia",0,0,0
"2","Frondaria",0,0,0
"2","Fuertesiella",0,0,0
"2","Funkiella",0,0,0
"2","Galeandra",0,0,0
"2","Galearis",0,0,0
"2","Galeoglossum",0,0,0
"2","Galeola",0,0,0
"2","Galeottia",0,0,0
"2","Galeottiella",0,0,0
"2","Gastrochilus",0,0,0
"2","Gastrodia",0.458715596330275,0.354609929078014,0.162665105081658
"2","Gavilea",0,0,0
"2","Gennaria",0,0,0
"2","Genoplesium",0.63302752293578,0.92,0.582385321100917
"2","Glomera",0,0,0
"2","Gomesa",0,0,0
"2","Gomphichis",0,0,0
"2","Gonatostylis",0,0,0
"2","Gongora",0,0,0
"2","Goodyera",0,0,0
"2","Govenia",0,0,0
"2","Grammangis",0,0,0
"2","Grammatophyllum",0,0,0
"2","Grandiphyllum",0,0,0
"2","Graphorkis",0,0,0
"2","Gravendeelia",0,0,0
"2","Greenwoodiella",0,0,0
"2","Grobya",0,0,0
"2","Grosourdya",0,0,0
"2","Guanchezia",0,0,0
"2","Guarianthe",0,0,0
"2","Gunnarella",0,0,0
"2","Gymnadenia",0,0,0
"2","Habenaria",0.018348623853211,0.00212992545260916,3.90812009653057e-05
"2","Hagsatera",0,0,0
"2","Halleorchis",0,0,0
"2","Hammarbya",0,0,0
"2","Hancockia",0,0,0
"2","Hapalorchis",0,0,0
"2","Helleriella",0,0,0
"2","Helonoma",0,0,0
"2","Hemipilia",0,0,0
"2","Herminium",0,0,0
"2","Herpysma",0,0,0
"2","Hetaeria",0,0,0
"2","Himantoglossum",0,0,0
"2","Hintonella",0,0,0
"2","Hoehneella",0,0,0
"2","Hofmeisterella",0,0,0
"2","Holcoglossum",0,0,0
"2","Holothrix",0,0,0
"2","Homalopetalum",0,0,0
"2","Horichia",0,0,0
"2","Horvatia",0,0,0
"2","Houlletia",0,0,0
"2","Hsenhsua",0,0,0
"2","Huntleya",0,0,0
"2","Huttonaea",0,0,0
"2","Hylophila",0,0,0
"2","Hymenorchis",0,0,0
"2","Ida",0,0,0
"2","Imerinaea",0,0,0
"2","Ionopsis",0,0,0
"2","Isabelia",0,0,0
"2","Isochilus",0,0,0
"2","Isotria",0,0,0
"2","Ixyophora",0,0,0
"2","Jacquiniella",0,0,0
"2","Jejewoodia",0,0,0
"2","Jumellea",0,0,0
"2","Kefersteinia",0,0,0
"2","Kegeliella",0,0,0
"2","Kionophyton",0,0,0
"2","Koellensteinia",0,0,0
"2","Kylicanthe",0,0,0
"2","Lacaena",0,0,0
"2","Laelia",0,0,0
"2","Lankesterella",0,0,0
"2","Lankesteriana",0,0,0
"2","Lecanorchis",0,0,0
"2","Lemurella",0,0,0
"2","Lemurorchis",0,0,0
"2","Leochilus",0,0,0
"2","Lepanthes",0,0,0
"2","Lepanthopsis",0,0,0
"2","Lepidogyne",0,0,0
"2","Leporella",0.201834862385321,1,0.201834862385321
"2","Leptoceras",0.26605504587156,1,0.26605504587156
"2","Leptotes",0,0,0
"2","Limodorum",0,0,0
"2","Liparis",0.091743119266055,0.0125944584382872,0.00115545490259515
"2","Listrostachys",0,0,0
"2","Lockhartia",0,0,0
"2","Loefgrenianthus",0,0,0
"2","Ludisia",0,0,0
"2","Lueckelia",0,0,0
"2","Lueddemannia",0,0,0
"2","Luisia",0,0,0
"2","Lycaste",0,0,0
"2","Lycomormium",0,0,0
"2","Lyperanthus",0.321100917431193,1,0.321100917431193
"2","Lyroglossa",0,0,0
"2","Macodes",0,0,0
"2","Macradenia",0,0,0
"2","Macroclinium",0,0,0
"2","Macropodanthus",0,0,0
"2","Madisonia",0,0,0
"2","Malaxis",0,0,0
"2","Manniella",0,0,0
"2","Masdevallia",0,0,0
"2","Maxillaria",0,0,0
"2","Mediocalcar",0,0,0
"2","Megalorchis",0,0,0
"2","Megastylis",0,0,0
"2","Meiracyllium",0,0,0
"2","Mengzia",0,0,0
"2","Mesadenella",0,0,0
"2","Mesadenus",0,0,0
"2","Mexipedium",0,0,0
"2","Microchilus",0,0,0
"2","Microcoelia",0,0,0
"2","Microepidendrum",0,0,0
"2","Micropera",0,0,0
"2","Microsaccus",0,0,0
"2","Microthelys",0,0,0
"2","Microtis",0.825688073394495,0.725806451612903,0.599289730689553
"2","Miltonia",0,0,0
"2","Miltoniopsis",0,0,0
"2","Mobilabium",0.0091743119266055,0.2,0.0018348623853211
"2","Monophyllorchis",0,0,0
"2","Mormodes",0,0,0
"2","Mycaranthes",0,0,0
"2","Myoxanthus",0,0,0
"2","Myrmecophila",0,0,0
"2","Myrosmodes",0,0,0
"2","Mystacidium",0,0,0
"2","Nemaconia",0,0,0
"2","Neobathiea",0,0,0
"2","Neobolusia",0,0,0
"2","Neocogniauxia",0,0,0
"2","Neogardneria",0,0,0
"2","Neomoorea",0,0,0
"2","Neotinea",0,0,0
"2","Neottia",0,0,0
"2","Nephelaphyllum",0,0,0
"2","Nephrangis",0,0,0
"2","Nervilia",0,0,0
"2","Neuwiedia",0,0,0
"2","Nidema",0,0,0
"2","Nohawilliamsia",0,0,0
"2","Nothostele",0,0,0
"2","Notylia",0,0,0
"2","Notyliopsis",0,0,0
"2","Oberonia",0.0825688073394495,0.0382978723404255,0.00316220964278743
"2","Oberonioides",0,0,0
"2","Octarrhena",0,0,0
"2","Octomeria",0,0,0
"2","Odontochilus",0,0,0
"2","Odontoglossum",0,0,0
"2","Odontorrhynchus",0,0,0
"2","Oeonia",0,0,0
"2","Oeoniella",0,0,0
"2","Oestlundia",0,0,0
"2","Oligophyton",0,0,0
"2","Oliveriana",0,0,0
"2","Oncidium",0,0,0
"2","Ophidion",0,0,0
"2","Ophioglossella",0,0,0
"2","Ophrys",0,0,0
"2","Orchipedum",0,0,0
"2","Orchis",0,0,0
"2","Oreorchis",0,0,0
"2","Orestias",0,0,0
"2","Orleanesia",0,0,0
"2","Ornithocephalus",0,0,0
"2","Orthoceras",0.376146788990826,0.953488372093023,0.35865158950288
"2","Otoglossum",0,0,0
"2","Otostylis",0,0,0
"2","Oxystophyllum",0,0,0
"2","Pabstia",0,0,0
"2","Pabstiella",0,0,0
"2","Pachites",0,0,0
"2","Pachyplectron",0,0,0
"2","Pachystoma",0,0,0
"2","Palmorchis",0,0,0
"2","Paphinia",0,0,0
"2","Paphiopedilum",0,0,0
"2","Papilionanthe",0,0,0
"2","Papuaea",0,0,0
"2","Paracaleana",0.0091743119266055,1,0.0091743119266055
"2","Paradisanthus",0,0,0
"2","Pecteilis",0,0,0
"2","Pelatantheria",0,0,0
"2","Pelexia",0,0,0
"2","Pendusalpinx",0,0,0
"2","Pennilabium",0,0,0
"2","Peristeranthus",0.0458715596330275,0.555555555555556,0.0254841997961264
"2","Peristeria",0,0,0
"2","Peristylus",0,0,0
"2","Pescatoria",0,0,0
"2","Phalaenopsis",0.0091743119266055,0.00884955752212389,8.11886011204027e-05
"2","Pheladenia",0.422018348623853,1,0.422018348623853
"2","Phloeophila",0,0,0
"2","Phragmipedium",0,0,0
"2","Phreatia",0,0,0
"2","Phymatidium",0,0,0
"2","Physogyne",0,0,0
"2","Pilophyllum",0,0,0
"2","Pinalia",0,0,0
"2","Platanthera",0,0,0
"2","Platycoryne",0,0,0
"2","Platyrhiza",0,0,0
"2","Platystele",0,0,0
"2","Plectorrhiza",0.110091743119266,0.521739130434783,0.0574391703230953
"2","Plectrelminthus",0,0,0
"2","Plectrophora",0,0,0
"2","Pleione",0,0,0
"2","Pleurothallis",0,0,0
"2","Pleurothallopsis",0,0,0
"2","Plocoglottis",0,0,0
"2","Poaephyllum",0,0,0
"2","Podangis",0,0,0
"2","Podochilus",0,0,0
"2","Pogonia",0,0,0
"2","Pogoniopsis",0,0,0
"2","Polycycnis",0,0,0
"2","Polyotidium",0,0,0
"2","Polystachya",0,0,0
"2","Pomatocalpa",0.0091743119266055,0.0135135135135135,0.000123977188197372
"2","Ponera",0,0,0
"2","Ponthieva",0,0,0
"2","Porpax",0,0,0
"2","Porphyrostachys",0,0,0
"2","Porroglossum",0,0,0
"2","Porrorhachis",0,0,0
"2","Praecoxanthus",0.0642201834862385,1,0.0642201834862385
"2","Prasophyllum",0.825688073394495,1,0.825688073394495
"2","Prescottia",0,0,0
"2","Promenaea",0,0,0
"2","Prosthechea",0,0,0
"2","Pseuderia",0,0,0
"2","Pseudocentrum",0,0,0
"2","Pseudogoodyera",0,0,0
"2","Pseudolaelia",0,0,0
"2","Pseudorchis",0,0,0
"2","Pseudovanilla",0.0458715596330275,0.294117647058824,0.0134916351861846
"2","Psilochilus",0,0,0
"2","Psychilis",0,0,0
"2","Psychopsiella",0,0,0
"2","Psychopsis",0,0,0
"2","Pterichis",0,0,0
"2","Pteroceras",0,0,0
"2","Pteroglossa",0,0,0
"2","Pterostemma",0,0,0
"2","Pterostylis",0.954128440366973,0.806201550387597,0.769219827892753
"2","Pterygodium",0,0,0
"2","Pupulinia",0,0,0
"2","Pygmaeorchis",0,0,0
"2","Pyrorchis",0.376146788990826,1,0.376146788990826
"2","Quechua",0,0,0
"2","Quekettia",0,0,0
"2","Quisqueya",0,0,0
"2","Rangaeris",0,0,0
"2","Rauhiella",0,0,0
"2","Renanthera",0,0,0
"2","Restrepia",0,0,0
"2","Restrepiella",0,0,0
"2","Rhinerrhiza",0.0642201834862385,0.777777777777778,0.0499490316004077
"2","Rhipidoglossum",0,0,0
"2","Rhizanthella",0.091743119266055,1,0.091743119266055
"2","Rhomboda",0,0,0
"2","Rhynchogyna",0,0,0
"2","Rhyncholaelia",0,0,0
"2","Rhynchostele",0,0,0
"2","Rhynchostylis",0,0,0
"2","Ridleyella",0,0,0
"2","Rimacola",0.018348623853211,1,0.018348623853211
"2","Risleya",0,0,0
"2","Robiquetia",0.0091743119266055,0.0114942528735632,0.000105451861225351
"2","Rodriguezia",0,0,0
"2","Roeperocharis",0,0,0
"2","Rossioglossum",0,0,0
"2","Rudolfiella",0,0,0
"2","Saccolabiopsis",0.018348623853211,0.125,0.00229357798165138
"2","Saccolabium",0,0,0
"2","Sacoila",0,0,0
"2","Sanderella",0,0,0
"2","Sarcanthopsis",0,0,0
"2","Sarcochilus",0.229357798165138,0.595238095238095,0.13652249890782
"2","Sarcoglottis",0,0,0
"2","Sarcoglyphis",0,0,0
"2","Satyrium",0,0,0
"2","Saundersia",0,0,0
"2","Sauroglossum",0,0,0
"2","Scaphosepalum",0,0,0
"2","Scaphyglottis",0,0,0
"2","Schiedeella",0,0,0
"2","Schizochilus",0,0,0
"2","Schlimia",0,0,0
"2","Schoenorchis",0,0,0
"2","Scuticaria",0,0,0
"2","Seidenfadenia",0,0,0
"2","Selenipedium",0,0,0
"2","Serapias",0,0,0
"2","Sertifera",0,0,0
"2","Sievekingia",0,0,0
"2","Sirhookera",0,0,0
"2","Sirindhornia",0,0,0
"2","Skeptrostachys",0,0,0
"2","Smitinandia",0,0,0
"2","Sobennikoffia",0,0,0
"2","Sobralia",0,0,0
"2","Solenangis",0,0,0
"2","Solenidium",0,0,0
"2","Solenocentrum",0,0,0
"2","Soterosanthus",0,0,0
"2","Sotoa",0,0,0
"2","Spathoglottis",0.0091743119266055,0.00602409638554217,5.52669393169006e-05
"2","Specklinia",0,0,0
"2","Sphyrarhynchus",0,0,0
"2","Spiculaea",0.119266055045872,1,0.119266055045872
"2","Spiranthes",0.36697247706422,0.0506329113924051,0.0185808849146441
"2","Stanhopea",0,0,0
"2","Stelis",0,0,0
"2","Stellamaris",0,0,0
"2","Stenia",0,0,0
"2","Stenoglottis",0,0,0
"2","Stenoptera",0,0,0
"2","Stenorrhynchos",0,0,0
"2","Stenotyla",0,0,0
"2","Stereochilus",0,0,0
"2","Stereosandra",0,0,0
"2","Steveniella",0,0,0
"2","Stichorkis",0,0,0
"2","Stigmatodactylus",0.055045871559633,0.2,0.0110091743119266
"2","Strongyleria",0,0,0
"2","Suarezia",0,0,0
"2","Summerhayesia",0,0,0
"2","Svenkoeltzia",0,0,0
"2","Systeloglossum",0,0,0
"2","Taeniophyllum",0.0458715596330275,0.0549450549450549,0.00252041536445206
"2","Tainia",0,0,0
"2","Tamayorkis",0,0,0
"2","Taprobanea",0,0,0
"2","Teagueia",0,0,0
"2","Telipogon",0,0,0
"2","Tetramicra",0,0,0
"2","Teuscheria",0,0,0
"2","Thaia",0,0,0
"2","Thecopus",0,0,0
"2","Thecostele",0,0,0
"2","Thelasis",0,0,0
"2","Thelymitra",0.825688073394495,0.769230769230769,0.63514467184192
"2","Thelyschista",0,0,0
"2","Thrixspermum",0,0,0
"2","Thulinia",0,0,0
"2","Thunia",0,0,0
"2","Thysanoglossa",0,0,0
"2","Tipularia",0,0,0
"2","Tolumnia",0,0,0
"2","Townsonia",0.100917431192661,0.785714285714286,0.0792922673656619
"2","Trachoma",0,0,0
"2","Traunsteinera",0,0,0
"2","Trevoria",0,0,0
"2","Triceratorhynchus",0,0,0
"2","Trichocentrum",0,0,0
"2","Trichoceros",0,0,0
"2","Trichoglottis",0,0,0
"2","Trichopilia",0,0,0
"2","Trichosalpinx",0,0,0
"2","Trichotosia",0,0,0
"2","Tridactyle",0,0,0
"2","Triphora",0,0,0
"2","Trisetella",0,0,0
"2","Trizeuxis",0,0,0
"2","Tropidia",0,0,0
"2","Tsaiorchis",0,0,0
"2","Tuberolabium",0,0,0
"2","Tylostigma",0,0,0
"2","Uleiorchis",0,0,0
"2","Uncifera",0,0,0
"2","Vanda",0,0,0
"2","Vandopsis",0,0,0
"2","Vanilla",0,0,0
"2","Vargasiella",0,0,0
"2","Vasqueziella",0,0,0
"2","Veyretella",0,0,0
"2","Veyretia",0,0,0
"2","Vitekorchis",0,0,0
"2","Vrydagzynea",0,0,0
"2","Waireia",0.110091743119266,1,0.110091743119266
"2","Warczewiczella",0,0,0
"2","Warmingia",0,0,0
"2","Warrea",0,0,0
"2","Warreella",0,0,0
"2","Warreopsis",0,0,0
"2","Wullschlaegelia",0,0,0
"2","Xerorchis",0,0,0
"2","Xylobium",0,0,0
"2","Yoania",0,0,0
"2","Ypsilopus",0,0,0
"2","Zelenkoa",0,0,0
"2","Zeuxine",0.036697247706422,0.0236686390532544,0.000868573910211172
"2","Zootrophion",0,0,0
"2","Zygopetalum",0,0,0
"2","Zygosepalum",0,0,0
"2","Zygostates",0,0,0
"3","Acanthophippium",0,0,0
"3","Achlydosa",0,0,0
"3","Acianthera",0,0,0
"3","Acianthus",0,0,0
"3","Acineta",0,0,0
"3","Acriopsis",0,0,0
"3","Acrorchis",0,0,0
"3","Adenochilus",0,0,0
"3","Adenoncos",0,0,0
"3","Adrorhizon",0,0,0
"3","Aerangis",0,0,0
"3","Aeranthes",0,0,0
"3","Aerides",0,0,0
"3","Aeridostachya",0,0,0
"3","Aetheorhyncha",0,0,0
"3","Afropectinariella",0,0,0
"3","Aganisia",0,0,0
"3","Aglossorrhyncha",0,0,0
"3","Agrostophyllum",0,0,0
"3","Alamania",0,0,0
"3","Alatiliparis",0,0,0
"3","Altensteinia",0,0,0
"3","Ambrella",0,0,0
"3","Amoana",0,0,0
"3","Anacamptis",0,0,0
"3","Anathallis",0,0,0
"3","Ancistrochilus",0,0,0
"3","Ancistrorhynchus",0,0,0
"3","Andinia",0,0,0
"3","Andreettaea",0,0,0
"3","Angraecopsis",0,0,0
"3","Angraecum",0,0,0
"3","Anguloa",0,0,0
"3","Ania",0,0,0
"3","Anoectochilus",0,0,0
"3","Ansellia",0,0,0
"3","Anthogonium",0,0,0
"3","Aphyllorchis",0,0,0
"3","Aplectrum",0,0,0
"3","Aporostylis",0,0,0
"3","Apostasia",0,0,0
"3","Appendicula",0,0,0
"3","Aracamunia",0,0,0
"3","Arachnis",0,0,0
"3","Arethusa",0,0,0
"3","Arpophyllum",0,0,0
"3","Arthrochilus",0,0,0
"3","Artorima",0,0,0
"3","Arundina",0,0,0
"3","Aspasia",0,0,0
"3","Aulosepalum",0,0,0
"3","Auxopus",0,0,0
"3","Bambuseria",0,0,0
"3","Barbosella",0,0,0
"3","Barkeria",0,0,0
"3","Baskervilla",0,0,0
"3","Batemannia",0,0,0
"3","Beclardia",0,0,0
"3","Beloglottis",0,0,0
"3","Benthamia",0,0,0
"3","Benzingia",0,0,0
"3","Biermannia",0,0,0
"3","Bifrenaria",0,0,0
"3","Bipinnula",0.1,0.0714285714285714,0.00714285714285714
"3","Bletia",0,0,0
"3","Bletilla",0,0,0
"3","Bogoria",0,0,0
"3","Bolusiella",0,0,0
"3","Bonatea",0,0,0
"3","Brachionidium",0,0,0
"3","Brachycorythis",0,0,0
"3","Brachypeza",0,0,0
"3","Brachystele",0.1,0.0196078431372549,0.00196078431372549
"3","Braemia",0,0,0
"3","Brassavola",0,0,0
"3","Brassia",0,0,0
"3","Bromheadia",0,0,0
"3","Broughtonia",0,0,0
"3","Brownleea",0,0,0
"3","Bryobium",0,0,0
"3","Buchtienia",0,0,0
"3","Bulbophyllum",0,0,0
"3","Burnettia",0,0,0
"3","Caladenia",0,0,0
"3","Calanthe",0,0,0
"3","Caleana",0,0,0
"3","Callostylis",0,0,0
"3","Calochilus",0,0,0
"3","Calopogon",0,0,0
"3","Caluera",0,0,0
"3","Calymmanthera",0,0,0
"3","Calypso",0,0,0
"3","Calyptrochilum",0,0,0
"3","Campanulorchis",0,0,0
"3","Campylocentrum",0,0,0
"3","Capanemia",0,0,0
"3","Cardiochilos",0,0,0
"3","Catasetum",0,0,0
"3","Cattleya",0,0,0
"3","Caucaea",0,0,0
"3","Caularthron",0,0,0
"3","Centrostigma",0,0,0
"3","Cephalanthera",0,0,0
"3","Ceratandra",0,0,0
"3","Ceratostylis",0,0,0
"3","Chamaeanthus",0,0,0
"3","Chamaegastrodia",0,0,0
"3","Chamelophyton",0,0,0
"3","Chamorchis",0,0,0
"3","Changnienia",0,0,0
"3","Chaubardia",0,0,0
"3","Chaubardiella",0,0,0
"3","Cheiradenia",0,0,0
"3","Cheirostylis",0,0,0
"3","Chiloglottis",0,0,0
"3","Chiloschista",0,0,0
"3","Chloraea",1,0.263157894736842,0.263157894736842
"3","Chondrorhyncha",0,0,0
"3","Chondroscaphe",0,0,0
"3","Chroniochilus",0,0,0
"3","Chrysoglossum",0,0,0
"3","Chysis",0,0,0
"3","Chytroglossa",0,0,0
"3","Cirrhaea",0,0,0
"3","Cischweinfia",0,0,0
"3","Claderia",0,0,0
"3","Cleisocentron",0,0,0
"3","Cleisomeria",0,0,0
"3","Cleisostoma",0,0,0
"3","Cleisostomopsis",0,0,0
"3","Cleistes",0,0,0
"3","Cleistesiopsis",0,0,0
"3","Clematepistephium",0,0,0
"3","Clowesia",0,0,0
"3","Coccineorchis",0,0,0
"3","Cochleanthes",0,0,0
