"Species","Group","Stat","P_value","IndVal_diff","Count_Group_1","Count_Group_2","Count_Group_3","Count_Group_4","Count_Group_5","Count_Group_6","Perc_Group_1","Perc_Group_2","Perc_Group_3","Perc_Group_4","Perc_Group_5","Perc_Group_6","Total_Occurrences","Max_Percentage"
"Platanthera hologlottis","1",0.197511582477765,0.213,0.129944933665968,50,6,0,0,0,0,89.3,10.7,0,0,0,0,56,89.3
"Gymnadenia nigra","1",0.196833573095095,0.167,0.196833573095095,37,0,0,0,0,0,100,0,0,0,0,0,37,100
"Dactylorhiza romana","1",0.196406284283376,0.186,0.158230978688269,44,3,0,0,0,0,93.6,6.4,0,0,0,0,47,93.6
"Cephalanthera longibracteata","1",0.194155440507172,0.16,0.194155440507172,36,0,0,0,0,0,100,0,0,0,0,0,36,100
"Neottia bifolia","1",0.194155440507172,0.148,0.194155440507172,36,0,0,0,0,0,100,0,0,0,0,0,36,100
"Orchis pallens","1",0.194155440507172,0.154,0.194155440507172,36,0,0,0,0,0,100,0,0,0,0,0,36,100
"Platanthera elegans","1",0.194155440507172,0.15,0.194155440507172,36,0,0,0,0,0,100,0,0,0,0,0,36,100
"Spiranthes ochroleuca","1",0.194155440507172,0.165,0.194155440507172,36,0,0,0,0,0,100,0,0,0,0,0,36,100
"Platanthera cristata","1",0.189662647658567,0.162,0.175049672385156,37,1,0,0,0,0,97.4,2.6,0,0,0,0,38,97.4
"Cypripedium arietinum","1",0.188685172286637,0.128,0.188685172286637,34,0,0,0,0,0,100,0,0,0,0,0,34,100
"Spiranthes praecox","1",0.186678217656529,0.195,0.148987372442579,40,0,0,0,4,0,90.9,0,0,0,9.1,0,44,90.9
"Platanthera sparsiflora","1",0.185817197310827,0.233,0.112414365667911,46,0,0,0,9,0,83.6,0,0,0,16.4,0,55,83.6
"Spiranthes odorata","1",0.184104468333008,0.167,0.163453802693118,36,0,0,0,2,0,94.7,0,0,0,5.3,0,38,94.7
"Cypripedium candidum","1",0.18305150478251,0.142,0.18305150478251,32,0,0,0,0,0,100,0,0,0,0,0,32,100
"Neottia acuminata","1",0.180395215739334,0.169,0.151825160841976,36,2,0,0,0,0,94.7,5.3,0,0,0,0,38,94.7
"Dactylorhiza aristata","1",0.177238857380217,0.127,0.177238857380217,30,0,0,0,0,0,100,0,0,0,0,0,30,100
"Liparis makinoana","1",0.177238857380217,0.138,0.177238857380217,30,0,0,0,0,0,100,0,0,0,0,0,30,100
"Chamorchis alpina","1",0.17425984088882,0.122,0.17425984088882,29,0,0,0,0,0,100,0,0,0,0,0,29,100
"Epipactis papillosa","1",0.17425984088882,0.129,0.17425984088882,29,0,0,0,0,0,100,0,0,0,0,0,29,100
"Cephalanthera erecta","1",0.174198075661763,0.238,0.0839081639890445,44,8,0,0,0,0,84.6,15.4,0,0,0,0,52,84.6
"Dactylorhiza salina","1",0.171229003757391,0.115,0.171229003757391,28,0,0,0,0,0,100,0,0,0,0,0,28,100
"Epipactis mairei","1",0.170107419632007,0.189,0.10630043387059,38,5,0,0,0,0,88.4,11.6,0,0,0,0,43,88.4
"Neotinea lactea","1",0.168143543762169,0.105,0.168143543762169,27,0,0,0,0,0,100,0,0,0,0,0,27,100
"Epipactis royleana","1",0.167342247044592,0.169,0.138430108477865,33,2,0,0,1,0,91.7,5.6,0,0,2.8,0,36,91.7
"Hemipilia chusua","1",0.166641421429513,0.226,0.05051749890102,45,11,0,0,0,0,80.4,19.6,0,0,0,0,56,80.4
"Ophrys bertolonii","1",0.165000396636046,0.124,0.165000396636046,26,0,0,0,0,0,100,0,0,0,0,0,26,100
"Neottia puberula","1",0.162607613014299,0.16,0.119149514946578,32,3,0,0,0,0,91.4,8.6,0,0,0,0,35,91.4
"Calanthe tricarinata","1",0.162502562185603,0.218,0.0608127535226794,41,9,0,0,0,0,82,18,0,0,0,0,50,82
"Epipactis phyllanthes","1",0.161796200422643,0.116,0.161796200422643,25,0,0,0,0,0,100,0,0,0,0,0,25,100
"Ophrys omegaifera","1",0.161796200422643,0.096,0.161796200422643,25,0,0,0,0,0,100,0,0,0,0,0,25,100
"Platanthera leucophaea","1",0.161796200422643,0.11,0.161796200422643,25,0,0,0,0,0,100,0,0,0,0,0,25,100
"Traunsteinera globosa","1",0.161796200422643,0.135,0.161796200422643,25,0,0,0,0,0,100,0,0,0,0,0,25,100
"Pogonia japonica","1",0.160748104885577,0.242,0.0283641763844533,45,13,0,0,0,0,77.6,22.4,0,0,0,0,58,77.6
"Cephalanthera austiniae","1",0.158527253342623,0.107,0.158527253342623,24,0,0,0,0,0,100,0,0,0,0,0,24,100
"Epipactis leptochila","1",0.158527253342623,0.108,0.158527253342623,24,0,0,0,0,0,100,0,0,0,0,0,24,100
"Platanthera elongata","1",0.158527253342623,0.104,0.158527253342623,24,0,0,0,0,0,100,0,0,0,0,0,24,100
"Epipactis muelleri","1",0.155189463667827,0.113,0.155189463667827,23,0,0,0,0,0,100,0,0,0,0,0,23,100
"Orchis olbiensis","1",0.155189463667827,0.102,0.155189463667827,23,0,0,0,0,0,100,0,0,0,0,0,23,100
"Triphora trianthophoros","1",0.154999328109985,0.282,0.0127502810745865,44,0,0,0,20,0,68.8,0,0,0,31.2,0,64,68.8
"Galearis cyclochila","1",0.151778289668383,0.117,0.151778289668383,22,0,0,0,0,0,100,0,0,0,0,0,22,100
"Platanthera peramoena","1",0.151778289668383,0.102,0.151778289668383,22,0,0,0,0,0,100,0,0,0,0,0,22,100
"Platanthera transversa","1",0.151778289668383,0.089,0.151778289668383,22,0,0,0,0,0,100,0,0,0,0,0,22,100
"Orchis spitzelii","1",0.148288667118602,0.103,0.148288667118602,21,0,0,0,0,0,100,0,0,0,0,0,21,100
"Spiranthes porrifolia","1",0.148288667118602,0.087,0.148288667118602,21,0,0,0,0,0,100,0,0,0,0,0,21,100
"Herminium alaschanicum","1",0.147635087427876,0.142,0.0895840288612794,29,4,0,0,0,0,87.9,12.1,0,0,0,0,33,87.9
"Bletia spicata","1",0.145163688697045,0.13,0.109992951435563,25,0,0,0,3,0,89.3,0,0,0,10.7,0,28,89.3
"Galearis camtschatica","1",0.144714921058484,0.092,0.144714921058484,20,0,0,0,0,0,100,0,0,0,0,0,20,100
"Epipactis thunbergii","1",0.143130953964979,0.151,0.0960505655482551,26,3,0,0,0,0,89.7,10.3,0,0,0,0,29,89.7
"Platanthera japonica","1",0.141931402526048,0.261,0.00351204963045598,38,13,0,0,0,0,74.5,25.5,0,0,0,0,51,74.5
"Anacamptis collina","1",0.141050657418231,0.09,0.141050657418231,19,0,0,0,0,0,100,0,0,0,0,0,19,100
"Calopogon oklahomensis","1",0.141050657418231,0.082,0.141050657418231,19,0,0,0,0,0,100,0,0,0,0,0,19,100
"Cypripedium franchetii","1",0.141050657418231,0.115,0.141050657418231,19,0,0,0,0,0,100,0,0,0,0,0,19,100
"Dactylorhiza russowii","1",0.141050657418231,0.09,0.141050657418231,19,0,0,0,0,0,100,0,0,0,0,0,19,100
"Orchis pauciflora","1",0.141050657418231,0.11,0.141050657418231,19,0,0,0,0,0,100,0,0,0,0,0,19,100
"Platanthera metabifolia","1",0.141050657418231,0.098,0.141050657418231,19,0,0,0,0,0,100,0,0,0,0,0,19,100
"Platanthera purpurascens","1",0.141050657418231,0.097,0.141050657418231,19,0,0,0,0,0,100,0,0,0,0,0,19,100
"Spiranthes casei","1",0.141050657418231,0.09,0.141050657418231,19,0,0,0,0,0,100,0,0,0,0,0,19,100
"Gymnadenia orchidis","1",0.140987167881026,0.146,0.081443665249128,27,4,0,0,0,0,87.1,12.9,0,0,0,0,31,87.1
"Cypripedium japonicum","1",0.139387494670523,0.169,0.0684306410402728,28,5,0,0,0,0,84.8,15.2,0,0,0,0,33,84.8
"Platanthera nivea","1",0.138070261487819,0.112,0.101709263311277,23,0,0,0,3,0,88.5,0,0,0,11.5,0,26,88.5
"Cleistesiopsis divaricata","1",0.137288628586883,0.091,0.137288628586883,18,0,0,0,0,0,100,0,0,0,0,0,18,100
"Cypripedium micranthum","1",0.137288628586883,0.102,0.137288628586883,18,0,0,0,0,0,100,0,0,0,0,0,18,100
"Limodorum trabutianum","1",0.137288628586883,0.088,0.137288628586883,18,0,0,0,0,0,100,0,0,0,0,0,18,100
"Platanthera ophrydioides","1",0.137288628586883,0.095,0.137288628586883,18,0,0,0,0,0,100,0,0,0,0,0,18,100
"Liparis krameri","1",0.135387358790985,0.108,0.116089608396151,20,1,0,0,0,0,95.2,4.8,0,0,0,0,21,95.2
"Cypripedium fasciculatum","1",0.133420564833233,0.07,0.133420564833233,17,0,0,0,0,0,100,0,0,0,0,0,17,100
"Dactylorhiza insularis","1",0.133420564833233,0.086,0.133420564833233,17,0,0,0,0,0,100,0,0,0,0,0,17,100
"Platanthera convallariifolia","1",0.133420564833233,0.086,0.133420564833233,17,0,0,0,0,0,100,0,0,0,0,0,17,100
"Neottia listeroides","1",0.131507293558946,0.122,0.0958031100909168,21,2,0,0,0,0,91.3,8.7,0,0,0,0,23,91.3
"Cypripedium yatabeanum","1",0.129436960338115,0.065,0.129436960338115,16,0,0,0,0,0,100,0,0,0,0,0,16,100
"Platanthera integra","1",0.129436960338115,0.076,0.129436960338115,16,0,0,0,0,0,100,0,0,0,0,0,16,100
"Platanthera tipuloides","1",0.128147597676778,0.148,0.0438438393888402,26,6,0,0,0,0,81.2,18.8,0,0,0,0,32,81.2
"Hemipilia calcicola","1",0.127558680342893,0.101,0.1073566007861,18,1,0,0,0,0,94.7,5.3,0,0,0,0,19,94.7
"Platanthera sachalinensis","1",0.127558680342893,0.095,0.1073566007861,18,1,0,0,0,0,94.7,5.3,0,0,0,0,19,94.7
"Calanthe alpina","1",0.126932999696791,0.203,0.0146335522038503,29,9,0,0,0,0,76.3,23.7,0,0,0,0,38,76.3
"Epipactis kleinii","1",0.125326797943307,0.076,0.125326797943307,15,0,0,0,0,0,100,0,0,0,0,0,15,100
"Epipactis persica","1",0.125326797943307,0.09,0.125326797943307,15,0,0,0,0,0,100,0,0,0,0,0,15,100
"Orchis quadripunctata","1",0.125326797943307,0.085,0.125326797943307,15,0,0,0,0,0,100,0,0,0,0,0,15,100
"Serapias strictiflora","1",0.125326797943307,0.071,0.125326797943307,15,0,0,0,0,0,100,0,0,0,0,0,15,100
"Spiranthes longilabris","1",0.121969887435308,0.075,0.106578602749695,16,0,0,0,1,0,94.1,0,0,0,5.9,0,17,94.1
"Calanthe nipponica","1",0.121077189692668,0.081,0.121077189692668,14,0,0,0,0,0,100,0,0,0,0,0,14,100
"Cypripedium henryi","1",0.121077189692668,0.107,0.121077189692668,14,0,0,0,0,0,100,0,0,0,0,0,14,100
"Neotinea conica","1",0.121077189692668,0.083,0.121077189692668,14,0,0,0,0,0,100,0,0,0,0,0,14,100
"Pecteilis radiata","1",0.121077189692668,0.088,0.121077189692668,14,0,0,0,0,0,100,0,0,0,0,0,14,100
"Cypripedium flavum","1",0.119248801511723,0.113,0.0980020467647652,16,1,0,0,0,0,94.1,5.9,0,0,0,0,17,94.1
"Spiranthes laciniata","1",0.11875429915921,0.093,0.0787929335154306,18,0,0,0,3,0,85.7,0,0,0,14.3,0,21,85.7
"Habenaria aitchisonii","1",0.118234614301845,0.169,0.0416307766775152,22,5,0,0,0,0,81.5,18.5,0,0,0,0,27,81.5
"Spiranthes brevilabris","1",0.117658200927328,0.107,0.101821191500182,15,0,0,0,1,0,93.8,0,0,0,6.2,0,16,93.8
"Himantoglossum caprinum","1",0.116672899359818,0.086,0.116672899359818,13,0,0,0,0,0,100,0,0,0,0,0,13,100
"Platanthera minutiflora","1",0.116672899359818,0.08,0.116672899359818,13,0,0,0,0,0,100,0,0,0,0,0,13,100
"Platanthera praeclara","1",0.116672899359818,0.078,0.116672899359818,13,0,0,0,0,0,100,0,0,0,0,0,13,100
"Spiranthes arcisepala","1",0.116672899359818,0.086,0.116672899359818,13,0,0,0,0,0,100,0,0,0,0,0,13,100
"Platanthera nipponica","1",0.11488448580513,0.1,0.0930507178560954,15,1,0,0,0,0,93.8,6.2,0,0,0,0,16,93.8
"Hemipilia graminifolia","1",0.112095695841446,0.084,0.112095695841446,12,0,0,0,0,0,100,0,0,0,0,0,12,100
"Neottia camtschatea","1",0.112095695841446,0.064,0.112095695841446,12,0,0,0,0,0,100,0,0,0,0,0,12,100
"Neottia papilligera","1",0.112095695841446,0.084,0.112095695841446,12,0,0,0,0,0,100,0,0,0,0,0,12,100
"Orchis anatolica","1",0.112095695841446,0.079,0.112095695841446,12,0,0,0,0,0,100,0,0,0,0,0,12,100
"Platanthera florentii","1",0.112095695841446,0.08,0.112095695841446,12,0,0,0,0,0,100,0,0,0,0,0,12,100
"Platanthera maximowicziana","1",0.112095695841446,0.081,0.112095695841446,12,0,0,0,0,0,100,0,0,0,0,0,12,100
"Platanthera tescamnis","1",0.112095695841446,0.072,0.112095695841446,12,0,0,0,0,0,100,0,0,0,0,0,12,100
"Calopogon barbatus","1",0.111244432548356,0.112,0.0812970236452748,15,0,0,0,2,0,88.2,0,0,0,11.8,0,17,88.2
"Dactylorhiza hatagirea","1",0.110361293054707,0.094,0.087889004170433,14,1,0,0,0,0,93.3,6.7,0,0,0,0,15,93.3
"Galearis tschiliensis","1",0.110361293054707,0.115,0.087889004170433,14,1,0,0,0,0,93.3,6.7,0,0,0,0,15,93.3
"Cleistesiopsis bifaria","1",0.10732345786141,0.068,0.10732345786141,11,0,0,0,0,0,100,0,0,0,0,0,11,100
"Dactylorhiza urvilleana","1",0.10732345786141,0.062,0.10732345786141,11,0,0,0,0,0,100,0,0,0,0,0,11,100
"Gymnadenia borealis","1",0.10732345786141,0.07,0.10732345786141,11,0,0,0,0,0,100,0,0,0,0,0,11,100
"Gymnadenia rhellicani","1",0.10732345786141,0.075,0.10732345786141,11,0,0,0,0,0,100,0,0,0,0,0,11,100
"Ophrys arachnites","1",0.10732345786141,0.06,0.10732345786141,11,0,0,0,0,0,100,0,0,0,0,0,11,100
"Platanthera ephemerantha","1",0.10732345786141,0.062,0.10732345786141,11,0,0,0,0,0,100,0,0,0,0,0,11,100
"Platanthera takedae","1",0.10732345786141,0.072,0.10732345786141,11,0,0,0,0,0,100,0,0,0,0,0,11,100
"Cyrtosia septentrionalis","1",0.106681409259388,0.125,0.0661318586752223,15,2,0,0,0,0,88.2,11.8,0,0,0,0,17,88.2
"Liparis campylostalix","1",0.106681409259388,0.118,0.0661318586752223,15,2,0,0,0,0,88.2,11.8,0,0,0,0,17,88.2
"Calopogon pallidus","1",0.106667347808224,0.111,0.075901018253149,14,0,0,0,2,0,87.5,0,0,0,12.5,0,16,87.5
"Calanthe arcuata","1",0.103220329904531,0.195,0.0339838662986822,17,4,0,0,0,0,81,19,0,0,0,0,21,81
"Calanthe delavayi","1",0.10232890201933,0.081,0.10232890201933,10,0,0,0,0,0,100,0,0,0,0,0,10,100
"Epipactis bugacensis","1",0.10232890201933,0.093,0.10232890201933,10,0,0,0,0,0,100,0,0,0,0,0,10,100
"Gennaria diphylla","1",0.10232890201933,0.087,0.10232890201933,10,0,0,0,0,0,100,0,0,0,0,0,10,100
"Himantoglossum adriaticum","1",0.10232890201933,0.094,0.10232890201933,10,0,0,0,0,0,100,0,0,0,0,0,10,100
"Neottia nipponica","1",0.10232890201933,0.082,0.10232890201933,10,0,0,0,0,0,100,0,0,0,0,0,10,100
"Odontochilus nakaianus","1",0.10232890201933,0.084,0.10232890201933,10,0,0,0,0,0,100,0,0,0,0,0,10,100
"Platanthera michaelii","1",0.10232890201933,0.072,0.10232890201933,10,0,0,0,0,0,100,0,0,0,0,0,10,100
"Platanthera oreades","1",0.10232890201933,0.079,0.10232890201933,10,0,0,0,0,0,100,0,0,0,0,0,10,100
"Serapias bergonii","1",0.10232890201933,0.097,0.10232890201933,10,0,0,0,0,0,100,0,0,0,0,0,10,100
"Tipularia japonica","1",0.10232890201933,0.08,0.10232890201933,10,0,0,0,0,0,100,0,0,0,0,0,10,100
"Oreorchis foliosa","1",0.100764005104355,0.091,0.0768262874738428,12,1,0,0,0,0,92.3,7.7,0,0,0,0,13,92.3
"Cypripedium tibeticum","1",0.100016919716069,0.14,0.0429923475794445,15,3,0,0,0,0,83.3,16.7,0,0,0,0,18,83.3
"Hemipilia flabellata","1",0.100016919716069,0.163,0.0429923475794445,15,3,0,0,0,0,83.3,16.7,0,0,0,0,18,83.3
"Herminium coeloceras","1",0.0972755135725139,0.127,0.0546127739804355,13,2,0,0,0,0,86.7,13.3,0,0,0,0,15,86.7
"Dactylorhiza euxina","1",0.097077720253586,0.11,0.097077720253586,9,0,0,0,0,0,100,0,0,0,0,0,9,100
"Dactylorhiza sibirica","1",0.097077720253586,0.106,0.097077720253586,9,0,0,0,0,0,100,0,0,0,0,0,9,100
"Gymnadenia miniata","1",0.097077720253586,0.111,0.097077720253586,9,0,0,0,0,0,100,0,0,0,0,0,9,100
"Hemipilia monantha","1",0.097077720253586,0.129,0.097077720253586,9,0,0,0,0,0,100,0,0,0,0,0,9,100
"Neottia makinoana","1",0.097077720253586,0.101,0.097077720253586,9,0,0,0,0,0,100,0,0,0,0,0,9,100
"Platanthera chapmanii","1",0.097077720253586,0.102,0.097077720253586,9,0,0,0,0,0,100,0,0,0,0,0,9,100
"Platanthera densa","1",0.097077720253586,0.117,0.097077720253586,9,0,0,0,0,0,100,0,0,0,0,0,9,100
"Serapias orientalis","1",0.097077720253586,0.122,0.097077720253586,9,0,0,0,0,0,100,0,0,0,0,0,9,100
"Platanthera finetiana","1",0.0956432692464944,0.131,0.0708564789804423,11,1,0,0,0,0,91.7,8.3,0,0,0,0,12,91.7
"Herminium souliei","1",0.0953962974511168,0.158,0.0371211605220231,14,3,0,0,0,0,82.4,17.6,0,0,0,0,17,82.4
"Habenaria glaucifolia","1",0.094463288020111,0.18,0.022652390460544,15,4,0,0,0,0,78.9,21.1,0,0,0,0,19,78.9
"Cephalanthera subaphylla","1",0.0915257523912551,0.1,0.0915257523912551,8,0,0,0,0,0,100,0,0,0,0,0,8,100
"Cremastra unguiculata","1",0.0915257523912551,0.1,0.0915257523912551,8,0,0,0,0,0,100,0,0,0,0,0,8,100
"Cypripedium californicum","1",0.0915257523912551,0.108,0.0915257523912551,8,0,0,0,0,0,100,0,0,0,0,0,8,100
"Dactylorhiza iberica","1",0.0915257523912551,0.108,0.0915257523912551,8,0,0,0,0,0,100,0,0,0,0,0,8,100
"Epipactis humilior","1",0.0915257523912551,0.105,0.0915257523912551,8,0,0,0,0,0,100,0,0,0,0,0,8,100
"Hemipilia joo-iokiana","1",0.0915257523912551,0.121,0.0915257523912551,8,0,0,0,0,0,100,0,0,0,0,0,8,100
"Hemipilia kinoshitae","1",0.0915257523912551,0.102,0.0915257523912551,8,0,0,0,0,0,100,0,0,0,0,0,8,100
"Ophrys ferrum-equinum","1",0.0915257523912551,0.112,0.0915257523912551,8,0,0,0,0,0,100,0,0,0,0,0,8,100
"Platanthera algeriensis","1",0.0915257523912551,0.112,0.0915257523912551,8,0,0,0,0,0,100,0,0,0,0,0,8,100
"Platanthera neglecta","1",0.0915257523912551,0.109,0.0915257523912551,8,0,0,0,0,0,100,0,0,0,0,0,8,100
"Traunsteinera sphaerica","1",0.0915257523912551,0.103,0.0915257523912551,8,0,0,0,0,0,100,0,0,0,0,0,8,100
"Malaxis muscifera","1",0.0906140353100152,0.153,0.0310022761451028,13,3,0,0,0,0,81.2,18.8,0,0,0,0,16,81.2
"Coelogyne mandarinorum","1",0.0902680664289471,0.175,0.0645349310738294,10,1,0,0,0,0,90.9,9.1,0,0,0,0,11,90.9
"Cypripedium debile","1",0.0902680664289471,0.165,0.0645349310738294,10,1,0,0,0,0,90.9,9.1,0,0,0,0,11,90.9
"Hemipilia cordifolia","1",0.08988432748182,0.196,0.0166736385733867,14,4,0,0,0,0,77.8,22.2,0,0,0,0,18,77.8
"Pogonia minor","1",0.0856544619750972,0.238,0.0246096775077705,12,3,0,0,0,0,80,20,0,0,0,0,15,80
"Anacamptis sancta","1",0.0856145018786956,0.108,0.0856145018786956,7,0,0,0,0,0,100,0,0,0,0,0,7,100
"Cypripedium shanxiense","1",0.0856145018786956,0.11,0.0856145018786956,7,0,0,0,0,0,100,0,0,0,0,0,7,100
"Gymnadenia austriaca","1",0.0856145018786956,0.094,0.0856145018786956,7,0,0,0,0,0,100,0,0,0,0,0,7,100
"Ophrys umbilicata","1",0.0856145018786956,0.115,0.0856145018786956,7,0,0,0,0,0,100,0,0,0,0,0,7,100
"Platanthera iinumae","1",0.0856145018786956,0.096,0.0856145018786956,7,0,0,0,0,0,100,0,0,0,0,0,7,100
"Platanthera leptopetala","1",0.0856145018786956,0.095,0.0856145018786956,7,0,0,0,0,0,100,0,0,0,0,0,7,100
"Spiranthes diluvialis","1",0.0856145018786956,0.098,0.0856145018786956,7,0,0,0,0,0,100,0,0,0,0,0,7,100
"Spiranthes sylvatica","1",0.0856145018786956,0.099,0.0856145018786956,7,0,0,0,0,0,100,0,0,0,0,0,7,100
"Hemipilia crassicalcarata","1",0.0845995345775721,0.191,0.05780266707456,9,1,0,0,0,0,90,10,0,0,0,0,10,90
"Eulophia ecristata","1",0.0806555802259674,0.209,0.0444676172869028,9,0,0,0,2,0,81.8,0,0,0,18.2,0,11,81.8
"Bulbophyllum inconspicuum","1",0.080268275467872,0.346,0.00399344654069014,12,4,0,0,0,0,75,25,0,0,0,0,16,75
"Herminium forceps","1",0.080268275467872,0.359,0.00399344654069014,12,4,0,0,0,0,75,25,0,0,0,0,16,75
"Cleistesiopsis oricamporum","1",0.0792636266713113,0.099,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Cypripedium yunnanense","1",0.0792636266713113,0.117,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Eleorchis japonica","1",0.0792636266713113,0.104,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Epipactis albensis","1",0.0792636266713113,0.111,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Galearis fauriei","1",0.0792636266713113,0.103,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Hemipilia tibetica","1",0.0792636266713113,0.116,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Isotria medeoloides","1",0.0792636266713113,0.113,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Lecanorchis suginoana","1",0.0792636266713113,0.096,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Liparis fargesii","1",0.0792636266713113,0.134,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Neottia smallii","1",0.0792636266713113,0.115,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Orchis brancifortii","1",0.0792636266713113,0.108,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Orchis patens","1",0.0792636266713113,0.114,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Platanthera colemanii","1",0.0792636266713113,0.099,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Platanthera oligantha","1",0.0792636266713113,0.107,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Platanthera roseotincta","1",0.0792636266713113,0.096,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Risleya atropurpurea","1",0.0792636266713113,0.097,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Spiranthes eatonii","1",0.0792636266713113,0.101,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Steveniella satyrioides","1",0.0792636266713113,0.116,0.0792636266713113,6,0,0,0,0,0,100,0,0,0,0,0,6,100
"Calanthe lamellosa","1",0.078588409077257,0.171,0.0505839573351747,8,1,0,0,0,0,88.9,11.1,0,0,0,0,9,88.9
"Cypripedium himalaicum","1",0.078588409077257,0.171,0.0505839573351747,8,1,0,0,0,0,88.9,11.1,0,0,0,0,9,88.9
"Habenaria tibetica","1",0.078588409077257,0.186,0.0505839573351747,8,1,0,0,0,0,88.9,11.1,0,0,0,0,9,88.9
"Neottia pinetorum","1",0.078588409077257,0.16,0.0505839573351747,8,1,0,0,0,0,88.9,11.1,0,0,0,0,9,88.9
"Odontochilus japonicus","1",0.078588409077257,0.181,0.0505839573351747,8,1,0,0,0,0,88.9,11.1,0,0,0,0,9,88.9
"Cypripedium plectrochilum","1",0.0759556543952333,0.27,0.0278378103173243,9,2,0,0,0,0,81.8,18.2,0,0,0,0,11,81.8
"Platanthera bakeriana","1",0.0759556543952333,0.253,0.0278378103173243,9,2,0,0,0,0,81.8,18.2,0,0,0,0,11,81.8
"Epipactis veratrifolia","1",0.0755661305031924,0.421,0.00375950898025833,12,4,0,0,0,1,70.6,23.5,0,0,0,5.9,17,70.6
"Oreorchis erythrochrysea","1",0.0751277100195243,0.318,0.0108766983162595,10,3,0,0,0,0,76.9,23.1,0,0,0,0,13,76.9
"Calopogon multiflorus","1",0.0750534066212514,0.28,0.0245417763722767,9,0,0,0,3,0,75,0,0,0,25,0,12,75
"Anacamptis boryi","1",0.0723574605292422,0.19,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Bulbophyllum emarginatum","1",0.0723574605292422,0.173,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Cypripedium bardolphianum","1",0.0723574605292422,0.192,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Cypripedium fasciolatum","1",0.0723574605292422,0.179,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Dactylostalix ringens","1",0.0723574605292422,0.172,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Galearis wardii","1",0.0723574605292422,0.164,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Gastrodia confusa","1",0.0723574605292422,0.166,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Gymnadenia crassinervis","1",0.0723574605292422,0.188,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Gymnadenia frivaldii","1",0.0723574605292422,0.181,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Gymnadenia gabasiana","1",0.0723574605292422,0.177,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Herminium wangianum","1",0.0723574605292422,0.188,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Himantoglossum calcaratum","1",0.0723574605292422,0.183,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Liparis koreojaponica","1",0.0723574605292422,0.173,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Orchis picta","1",0.0723574605292422,0.191,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Platanthera komarovii","1",0.0723574605292422,0.164,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Serapias neglecta","1",0.0723574605292422,0.202,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Spiranthes niklasii","1",0.0723574605292422,0.151,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Spiranthes perexilis","1",0.0723574605292422,0.178,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Tipularia szechuanica","1",0.0723574605292422,0.178,0.0723574605292422,5,0,0,0,0,0,100,0,0,0,0,0,5,100
"Hemipilia brevicalcarata","1",0.0721708446031017,0.197,0.042779306609088,7,1,0,0,0,0,87.5,12.5,0,0,0,0,8,87.5
