"idrb","decimalLatitude","decimalLongitude","tax_sp_level","family","genus","specificEpithet","species","country","countryCode","verif_iso3","verif_coast","verif_distance","locality"
153639,-6.05,26.9167,"Pachira glabra","Malvaceae","Pachira","glabra","Pachira glabra","Congo - Kinshasa","COD","OK","OK",NA,"Kabalo"
153688,0.833333,24.2667,"Caraipa grandifolia","Calophyllaceae","Caraipa","grandifolia","Caraipa grandifolia","Congo - Kinshasa","COD","OK","OK",NA,"Yangole, à 20 km à l'W. de Yangambi"
154277,-7.25,17.85,"Bridelia scleroneura","Phyllanthaceae","Bridelia","scleroneura","Bridelia scleroneura subsp. angolensis","Congo - Kinshasa","COD","OK","OK",NA,"Belgian Congo: Kisungu Kitunigu"
154892,-11.6667,27.4667,"Gardenia jasminoides","Rubiaceae","Gardenia","jasminoides","Gardenia jasminoides","Congo - Kinshasa","COD","OK","OK",NA,"Lubumbashi."
154959,-6.15,37.5833,"Ixora narcissodora","Rubiaceae","Ixora","narcissodora","Ixora narcissodora","Tanzania","TZA","OK","OK",NA,"Tanganyika Prov., Liwali R, Turiani, Morogoro"
155172,-5.13333,15.1,"Cleome aculeata","Cleomaceae","Cleome","aculeata","Cleome aculeata","Congo - Kinshasa","COD","OK","OK",NA,"Kisantu"
155356,13.6,-16.55,"Thespesia populnea","Malvaceae","Thespesia","populnea","Thespesia populnea","Senegal","SEN","OK","OK",NA,"DJinak"
155548,-15.4228,28.3253,"Richardia scabra","Rubiaceae","Richardia","scabra","Richardia scabra","Zambia","ZMB","OK","OK",NA,"Los Angeles Boulevard, Lusaka"
155570,NA,NA,"Cicer arietinum","Fabaceae","Cicer","arietinum","Cicer arietinum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Department of Genetics, Wageningen, Greenhouses."
155588,NA,NA,"Epidendrum ibaguense","Orchidaceae","Epidendrum","ibaguense","Epidendrum ibaguense","Rwanda","RWA","NO COORDINATES","NO COORDINATES",NA,"Butare"
155596,NA,NA,"Luffa acutangula","Cucurbitaceae","Luffa","acutangula","Luffa acutangula","Ivory Coast","CIV","NO COORDINATES","NO COORDINATES",NA,"Bâ-semien, village situé à environ 65 km à l'ouest de la ville de Seguela en direction de la ville de Man"
155782,-2.48333,29.7667,"Pachira glabra","Malvaceae","Pachira","glabra","Pachira glabra","Rwanda","RWA","OK","OK",NA,"Rubona - Station INEAC"
155963,-5.13,39.12,"Hunteria zeylanica","Apocynaceae","Hunteria","zeylanica","Hunteria zeylanica","Tanzania","TZA","OK","OK",NA,"Sawa"
156362,-15.7334,29.3674,"Azolla filiculoides","Salviniaceae","Azolla","filiculoides","Azolla filiculoides","Zimbabwe","ZWE","OK","OK",NA,"Mana Pools National Park"
156467,-5.6,13.0333,"Melia azedarach","Meliaceae","Melia","azedarach","Melia azedarach","Congo - Kinshasa","COD","OK","OK",NA,"Lemba"
156774,-4.23333,39.4333,"Ixora narcissodora","Rubiaceae","Ixora","narcissodora","Ixora narcissodora","Kenya","KEN","OK","OK",NA,"Kwale Distr., Shimba Hills National Reserve"
156854,NA,NA,"Anthriscus sylvestris","Apiaceae","Anthriscus","sylvestris","Anthriscus sylvestris var. sylvestris","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Mt. Bachit"
156869,NA,NA,"Juncus effusus","Juncaceae","Juncus","effusus","Juncus effusus","Congo - Kinshasa","COD","NO COORDINATES","NO COORDINATES",NA,"Salinyo-Jahinga, marais ? forêt Camb???"
156921,NA,NA,"Ipomoea polymorpha","Convolvulaceae","Ipomoea","polymorpha","Ipomoea polymorpha","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"prope Gapdiam"
156993,14.15,38.9,"Aristida adscensionis","Poaceae","Aristida","adscensionis","Aristida adscensionis","Ethiopia","ETH","OK","OK",NA,"prope Adoam"
156994,NA,NA,"Aristida adscensionis","Poaceae","Aristida","adscensionis","Aristida adscensionis","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"In provincia Modat ad pagum Ailet"
156996,NA,NA,"Aristida adscensionis","Poaceae","Aristida","adscensionis","Aristida adscensionis","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"prope Djeladjeranne"
157423,1.28142,23.7474,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Congo - Kinshasa","COD","OK","OK",NA,"Yaofa, Aruwimi River, upstream from Bomane"
157436,0.05,18.3167,"Ochroma pyramidale","Malvaceae","Ochroma","pyramidale","Ochroma pyramidale","Congo - Kinshasa","COD","OK","OK",NA,"Eala"
157455,NA,NA,"Calea urticifolia","Asteraceae","Calea","urticifolia","Calea urticifolia","Congo - Kinshasa","COD","NO COORDINATES","NO COORDINATES",NA,"S.L."
157890,0.05,18.3167,"Uncaria gambir","Rubiaceae","Uncaria","gambir","Uncaria gambir","Congo - Kinshasa","COD","OK","OK",NA,"Eala"
158169,0.809359,24.2343,"Triplophyllum funestum","Polypodiaceae","Triplophyllum","funestum","Triplophyllum funestum","Congo - Kinshasa","COD","OK","OK",NA,"Yalikina (Itindi), southern bank of the Congo River, Northwest of Isangi"
158437,-15.4833,35.2333,"Ixora narcissodora","Rubiaceae","Ixora","narcissodora","Ixora narcissodora","Malawi","MWI","OK","OK",NA,"Zomba Distr., above Buliwa Village, nr Thondwe R"
158455,NA,NA,"Cassia tomentosa","Fabaceae","Cassia","tomentosa","Cassia tomentosa","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"Mau Narok"
158860,NA,NA,"Cucumis melo","Cucurbitaceae","Cucumis","melo","Cucumis melo subsp. agrestis","Sudan","SDN","NO COORDINATES","NO COORDINATES",NA,"Ad montem Cordofanum Arasch-Cool in Planitie serpens"
158871,NA,NA,"Cyperus eleusinoides","Cyperaceae","Cyperus","eleusinoides","Cyperus eleusinoides","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Choor Schangul : arenosa inundata."
159037,NA,NA,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"S.L."
159120,-5.13333,15.1,"Hamelia patens","Rubiaceae","Hamelia","patens","Hamelia patens","Congo - Kinshasa","COD","OK","OK",NA,"Kisantu"
159223,-18.974,34.2108,"Cyperus dubius","Cyperaceae","Cyperus","dubius","Cyperus dubius","Mozambique","MOZ","OK","OK",NA,"Chitengo Camp, Gorongosa National Park, Mozambique"
159436,1.27184,23.7205,"Talinum fruticosum","Talinaceae","Talinum","fruticosum","Talinum fruticosum","Congo - Kinshasa","COD","OK","OK",NA,"Bomane, Aruwimi River"
159578,-3.26667,17.3667,"Ixora coccinea","Rubiaceae","Ixora","coccinea","Ixora coccinea","Congo - Kinshasa","COD","OK","OK",NA,"Wombali"
159696,3.08333,10.4167,"Casearia barteri","Salicaceae","Casearia","barteri","Casearia barteri","Cameroon","CMR","OK","OK",NA,"KamerunBipinde"
159955,3.46667,25.7167,"Senna hirsuta","Fabaceae","Senna","hirsuta","Senna hirsuta","Congo - Kinshasa","COD","OK","OK",NA,"Bambesa"
160007,0.05,18.3167,"Pachira glabra","Malvaceae","Pachira","glabra","Pachira glabra","Congo - Kinshasa","COD","OK","OK",NA,"cultivé à Eala."
160605,-4.3,15.2833,"Eclipta prostrata","Asteraceae","Eclipta","prostrata","Eclipta prostrata","Congo - Kinshasa","COD","OK","OK",NA,"Kalina"
160741,NA,NA,"Cyclospermum leptophyllum","Apiaceae","Cyclospermum","leptophyllum","Cyclospermum leptophyllum","Congo - Kinshasa","COD","NO COORDINATES","NO COORDINATES",NA,"Likasi | route Kolwezi"
160814,NA,NA,"Xanthium strumarium","Asteraceae","Xanthium","strumarium","Xanthium strumarium","Sudan","SDN","NO COORDINATES","NO COORDINATES",NA,"ad ripas Nili albi prope Chartum in provincia Sennar"
160861,4,22.25,"Senna alata","Fabaceae","Senna","alata","Senna alata","Congo - Kinshasa","COD","OK","OK",NA,"Bas-uele"
161043,NA,NA,"Sonneratia alba","Lythraceae","Sonneratia","alba","Sonneratia alba","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Insel Mafia: Kilindoni, Westküste"
161059,9.33352,13.4168,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Cameroon","CMR","OK","OK",NA,"Garoua, at market"
161095,NA,NA,"Acacia kamerunensis","Fabaceae","Acacia","kamerunensis","Acacia kamerunensis","Central African Republic","CAF","NO COORDINATES","NO COORDINATES",NA,""
161351,-11.6754,27.4318,"Alantsilodendron pilosum","Fabaceae","Alantsilodendron","pilosum","Alantsilodendron pilosum","Congo - Kinshasa","COD","OK","OK",NA,"Haut-Katanga, site contaminé par les poussières de Cu de la cheminées de la Gécamines Lubumbashi - Vallée de la Karavia"
161372,NA,NA,"Themeda triandra","Poaceae","Themeda","triandra","Themeda triandra","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"In montibus prope Dochli provinciae Sana"
161769,-1.4,5.61667,"Ixora coccinea","Rubiaceae","Ixora","coccinea","Ixora coccinea","Equatorial Guinea","GNQ","OK","OK",NA,"Annobon, Ambo, near mission"
161817,0.05,18.3167,"Paspalum plicatulum","Poaceae","Paspalum","plicatulum","Paspalum plicatulum","Congo - Kinshasa","COD","OK","OK",NA,"Eala"
161907,1.21667,19.8167,"Aureliana velutina","Solanaceae","Aureliana","velutina","Aureliana velutina","Congo - Kinshasa","COD","OK","OK",NA,"Basankusu"
162110,1.35917,17.45,"Inga edulis","Fabaceae","Inga","edulis","Inga edulis","Congo - Brazzaville","COG","OK","OK",NA,"Savane Bolongo, c. 100 m W of Epena. Lac Télé Community Reserve."
162198,NA,NA,"Eclipta prostrata","Asteraceae","Eclipta","prostrata","Eclipta prostrata","Central African Republic","CAF","NO COORDINATES","NO COORDINATES",NA,""
162213,NA,NA,"Spermacoce latifolia","Rubiaceae","Spermacoce","latifolia","Spermacoce latifolia","Congo - Kinshasa","COD","NO COORDINATES","NO COORDINATES",NA,"Mwanza-Ngungu"
162302,0.05,18.3167,"Exallage auricularia","Rubiaceae","Exallage","auricularia","Exallage auricularia","Congo - Kinshasa","COD","OK","OK",NA,"Eala"
162333,-1.54583,30.3833,"Polygala transvaalensis","Polygalaceae","Polygala","transvaalensis","Polygala transvaalensis subsp. kagerensis","Rwanda","RWA","OK","OK",NA,"Gabiro"
162447,NA,NA,"Clitoria ternatea","Fabaceae","Clitoria","ternatea","Clitoria ternatea var. angustifolia","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Mombasa"
162595,6.51667,23.25,"Uvaria muricata","Annonaceae","Uvaria","muricata","Uvaria muricata var. yalingensis","Central African Republic","CAF","OK","OK",NA,"Yalinga"
162698,NA,NA,"Ixora coccinea","Rubiaceae","Ixora","coccinea","Ixora coccinea","Ghana","GHA","NO COORDINATES","NO COORDINATES",NA,"Sarkwa E. V. Hotel Court"
162858,NA,NA,"Senna siamea","Fabaceae","Senna","siamea","Senna siamea","Malawi","MWI","NO COORDINATES","NO COORDINATES",NA,"Nyungwe"
163201,8.5,-13.25,"Ixora coccinea","Rubiaceae","Ixora","coccinea","Ixora coccinea","Sierra Leone","SLE","OK","OK",NA,"Freetown"
163342,-18.4333,32.7833,"Ixora narcissodora","Rubiaceae","Ixora","narcissodora","Ixora narcissodora","Zimbabwe","ZWE","OK","OK",NA,"Inyanga Distr, Lower Pungwe, nr Mozambique border"
163452,-18.4167,32.9167,"Ixora narcissodora","Rubiaceae","Ixora","narcissodora","Ixora narcissodora","Zimbabwe","ZWE","OK","OK",NA,"Inyanga, Mtarazi Banks, Holdenby"
163528,NA,NA,"Acacia kamerunensis","Fabaceae","Acacia","kamerunensis","Acacia kamerunensis","Central African Republic","CAF","NO COORDINATES","NO COORDINATES",NA,""
164068,NA,NA,"Bolbidium pumilum","Orchidaceae","Bolbidium","pumilum","Bolbidium pumilum","Congo - Kinshasa","COD","NO COORDINATES","NO COORDINATES",NA,"S.L."
164199,-2.83333,18.3333,"Burmannia madagascariensis","Burmanniaceae","Burmannia","madagascariensis","Burmannia madagascariensis","Congo - Kinshasa","COD","OK","OK",NA,"Ikuma"
164268,0.766667,24.45,"Ochroma pyramidale","Malvaceae","Ochroma","pyramidale","Ochroma pyramidale","Congo - Kinshasa","COD","OK","OK",NA,"Yangambi (Gimbi)"
164451,-15.15,39.2333,"Ixora narcissodora","Rubiaceae","Ixora","narcissodora","Ixora narcissodora","Mozambique","MOZ","OK","OK",NA,"Nampula"
164638,NA,NA,"Casearia barteri","Salicaceae","Casearia","barteri","Casearia barteri","Congo - Kinshasa","COD","NO COORDINATES","NO COORDINATES",NA,"au sud de la route Masisi - Walikale"
164798,-2.48333,29.7667,"Senna hirsuta","Fabaceae","Senna","hirsuta","Senna hirsuta","Rwanda","RWA","OK","OK",NA,"Rubona, INEAC, colline Rugogwe, bordure de la route"
165115,-23.1667,34.3333,"Ixora narcissodora","Rubiaceae","Ixora","narcissodora","Ixora narcissodora","Mozambique","MOZ","OK","OK",NA,"Pedro R"
165241,0.05,18.3167,"Ixora coccinea","Rubiaceae","Ixora","coccinea","Ixora coccinea","Congo - Kinshasa","COD","OK","OK",NA,"Eala"
166007,NA,NA,"Commelina diffusa","Commelinaceae","Commelina","diffusa","Commelina diffusa subsp. diffusa","Central African Republic","CAF","NO COORDINATES","NO COORDINATES",NA,""
166224,0.766667,24.5,"Uvaria muricata","Annonaceae","Uvaria","muricata","Uvaria muricata var. suaveolens","Congo - Kinshasa","COD","OK","OK",NA,"Vallée de l'Isalowe."
166282,NA,NA,"Xanthium strumarium","Asteraceae","Xanthium","strumarium","Xanthium strumarium","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"In agris Sorghi prope Sabra"
166311,14.15,38.9,"Plectranthus barbatus","Lamiaceae","Plectranthus","barbatus","Plectranthus barbatus","Ethiopia","ETH","OK","OK",NA,"prope Adoam"
166419,NA,NA,"Sonneratia alba","Lythraceae","Sonneratia","alba","Sonneratia alba","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,"baie de Gazi, à 25 km au S de Mombasa"
166660,-8.46667,38.55,"Ixora narcissodora","Rubiaceae","Ixora","narcissodora","Ixora narcissodora","Tanzania","TZA","OK","OK",NA,"Selows game Reserve, Matandu R"
167015,-5.13333,15.1,"Gardenia jasminoides","Rubiaceae","Gardenia","jasminoides","Gardenia jasminoides","Congo - Kinshasa","COD","OK","OK",NA,"Kisantu"
167019,-5.13333,15.1,"Solanum indicum","Solanaceae","Solanum","indicum","Solanum indicum","Congo - Kinshasa","COD","OK","OK",NA,"Kisantu"
167037,0.891944,14.8383,"Diospyros panamensis","Ebenaceae","Diospyros","panamensis","Diospyros panamensis","Congo - Brazzaville","COG","OK","OK",NA,"P.N. Odzala, forêt d'Andzoyi (entre Mboko & Mbomo)"
167150,NA,NA,"Stigmaphyllon bannisterioides","Malpighiaceae","Stigmaphyllon","bannisterioides","Stigmaphyllon bannisterioides","Senegal","SEN","NO COORDINATES","NO COORDINATES",NA,"Bignona"
167151,14.15,38.9,"Pennisetum villosum","Poaceae","Pennisetum","villosum","Pennisetum villosum","Ethiopia","ETH","OK","OK",NA,"prope Adoam"
167157,NA,NA,"Daucus carota","Apiaceae","Daucus","carota","Daucus carota","Togo","TGO","NO COORDINATES","NO COORDINATES",NA,"Aného"
167332,NA,NA,"Trema tomentosa","Cannabaceae","Trema","tomentosa","Trema tomentosa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"inter Semen et Lasta"
167348,NA,NA,"Cyperus eleusinoides","Cyperaceae","Cyperus","eleusinoides","Cyperus eleusinoides","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"in valle Augar"
167439,NA,NA,"Daucus carota","Apiaceae","Daucus","carota","Daucus carota","South Africa","ZAF","NO COORDINATES","NO COORDINATES",NA,"near Seymour, Eastern Cape"
167835,-12.25,27.8,"Microstegium vagans","Poaceae","Microstegium","vagans","Microstegium vagans","Congo - Kinshasa","COD","OK","OK",NA,"Vallei Kasununu Nieuwdorp"
167863,-1.63333,20.65,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Congo - Kinshasa","COD","OK","OK",NA,"Monkoto"
167877,NA,NA,"Caraipa grandifolia","Calophyllaceae","Caraipa","grandifolia","Caraipa grandifolia","Congo - Kinshasa","COD","NO COORDINATES","NO COORDINATES",NA,""
167940,-5.45,18.3,"Pachira glabra","Malvaceae","Pachira","glabra","Pachira glabra","Congo - Kinshasa","COD","OK","OK",NA,"Kitsaku"
167949,-6.83333,39.2667,"Ixora coccinea","Rubiaceae","Ixora","coccinea","Ixora coccinea","Tanzania","TZA","OK","OK",NA,"State House Grounds"
168012,0.806019,24.2317,"Bellucia pentamera","Melastomataceae","Bellucia","pentamera","Bellucia pentamera","Congo - Kinshasa","COD","OK","OK",NA,"Village ITINDI"
168136,-5.2,39.7,"Ixora narcissodora","Rubiaceae","Ixora","narcissodora","Ixora narcissodora","Tanzania","TZA","OK","OK",NA,"Pemba, Jamvini"
169522,NA,NA,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Chad","TCD","NO COORDINATES","NO COORDINATES",NA,"Environs de Fort Lamy, route de Linia, près d'un village"
169705,13.7833,-16.4667,"Azadirachta indica","Meliaceae","Azadirachta","indica","Azadirachta indica","Senegal","SEN","OK","OK",NA,"Toubacouta"
169706,13.7833,-16.4667,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Senegal","SEN","OK","OK",NA,"Toubacouta"
169856,NA,NA,"Schizachyrium maclaudii","Poaceae","Schizachyrium","maclaudii","Schizachyrium maclaudii","Senegal","SEN","NO COORDINATES","NO COORDINATES",NA,"Saré Saré près de Kolda"
169857,NA,NA,"Schizachyrium maclaudii","Poaceae","Schizachyrium","maclaudii","Schizachyrium maclaudii","Senegal","SEN","NO COORDINATES","NO COORDINATES",NA,"Djifanghor"
170001,NA,NA,"Senna floribunda","Fabaceae","Senna","floribunda","Senna floribunda","Rwanda","RWA","NO COORDINATES","NO COORDINATES",NA,"Forêt de Nyungwe, environs de Banda, Préfecture Cyangugu"
170031,NA,NA,"Centella asiatica","Apiaceae","Centella","asiatica","Centella asiatica","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"prope Adoam"
170034,NA,NA,"Trema tomentosa","Cannabaceae","Trema","tomentosa","Trema tomentosa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Aman Eski"
170088,2.21667,27.7167,"Psychotria costivenia","Rubiaceae","Psychotria","costivenia","Psychotria costivenia","Congo - Kinshasa","COD","OK","OK",NA,"Bungu"
170114,2.66667,23.1833,"Senna alata","Fabaceae","Senna","alata","Senna alata","Congo - Kinshasa","COD","OK","OK",NA,"Mobwasa"
170126,-0.716667,21.4333,"Uvaria muricata","Annonaceae","Uvaria","muricata","Uvaria muricata var. suaveolens","Congo - Kinshasa","COD","OK","OK",NA,"Bokondji"
170205,NA,NA,"Stigmaphyllon bannisterioides","Malpighiaceae","Stigmaphyllon","bannisterioides","Stigmaphyllon bannisterioides","Senegal","SEN","NO COORDINATES","NO COORDINATES",NA,"Bignona"
170209,NA,NA,"Ixora chinensis","Rubiaceae","Ixora","chinensis","Ixora chinensis","Tanzania","TZA","NO COORDINATES","NO COORDINATES",NA,"Amani, Bustani, Muheza"
170394,-4.31667,15.3167,"Cestrum nocturnum","Solanaceae","Cestrum","nocturnum","Cestrum nocturnum","Congo - Kinshasa","COD","OK","OK",NA,"Kinshasa"
170395,-4.36667,15.2333,"Schwenckia americana","Solanaceae","Schwenckia","americana","Schwenckia americana","Congo - Kinshasa","COD","OK","OK",NA,"Concession Meteo Binza (Kinshasa)"
170396,-5.13333,15.1,"Cajanus cajan","Fabaceae","Cajanus","cajan","Cajanus cajan","Congo - Kinshasa","COD","OK","OK",NA,"Kisantu"
170399,-5.13333,15.1,"Chromolaena odorata","Asteraceae","Chromolaena","odorata","Chromolaena odorata","Congo - Kinshasa","COD","OK","OK",NA,"Kisantu"
170409,-5.13333,15.1,"Punica granatum","Lythraceae","Punica","granatum","Punica granatum","Congo - Kinshasa","COD","OK","OK",NA,"Kisantu"
170411,-4.36667,15.2333,"Spermacoce latifolia","Rubiaceae","Spermacoce","latifolia","Spermacoce latifolia","Congo - Kinshasa","COD","OK","OK",NA,"Binza"
170427,-5.13333,15.1,"Spigelia anthelmia","Loganiaceae","Spigelia","anthelmia","Spigelia anthelmia","Congo - Kinshasa","COD","OK","OK",NA,"Inkisi-gare"
170532,NA,NA,"Senna floribunda","Fabaceae","Senna","floribunda","Senna floribunda","Rwanda","RWA","NO COORDINATES","NO COORDINATES",NA,"Forêt de Nyungwe, environs de Banda, Préfecture Cyangugu"
170770,0.766667,24.45,"Haplopteris scolopendrina","Pteridaceae","Haplopteris","scolopendrina","Haplopteris scolopendrina","Congo - Kinshasa","COD","OK","OK",NA,"Yangambi"
170773,NA,NA,"Sesbania sesban","Fabaceae","Sesbania","sesban","Sesbania sesban subsp. sesban","Zambia","ZMB","NO COORDINATES","NO COORDINATES",NA,"Katombora"
170863,NA,NA,"Phyllanthus arachnodes","Phyllanthaceae","Phyllanthus","arachnodes","Phyllanthus arachnodes","Chad","TCD","NO COORDINATES","NO COORDINATES",NA,"Chari central (du 9e au 10e parallèle) Lac Fro-Koulfi"
170935,NA,NA,"Carica papaya","Caricaceae","Carica","papaya","Carica papaya","Ivory Coast","CIV","NO COORDINATES","NO COORDINATES",NA,"entre Ouake et Sakasso"
171018,3.48333,20.5,"Senna hirsuta","Fabaceae","Senna","hirsuta","Senna hirsuta","Congo - Kinshasa","COD","OK","OK",NA,"Gbo Sasa, Mission"
171106,-0.75,29.2167,"Trema tomentosa","Cannabaceae","Trema","tomentosa","Trema tomentosa","Congo - Kinshasa","COD","OK","OK",NA,"Kabasha"
171136,NA,NA,"Lavandula pubescens","Lamiaceae","Lavandula","pubescens","Lavandula pubescens","Egypt","EGY","NO COORDINATES","NO COORDINATES",NA,"Dictaé ou Siédé | Désert du Sinaï"
